,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d
3182,505,WITHDRAWAL,750.0,750.0,1
3192,328,WITHDRAWAL,1520.0,1520.0,1
3230,140,WITHDRAWAL,1600.0,1600.0,1
3237,283,WITHDRAWAL,2240.0,2240.0,1
3254,281,WITHDRAWAL,14.6,14.6,1
3263,514,WITHDRAWAL,9300.0,9300.0,1
3268,320,WITHDRAWAL,200.0,200.0,1
3272,387,WITHDRAWAL,44400.0,44400.0,1
3274,157,WITHDRAWAL,1280.0,1294.6,2
3299,373,WITHDRAWAL,6452.0,6452.0,1
3302,536,WITHDRAWAL,827.0,827.0,1
3338,49,WITHDRAWAL,14.6,14.6,1
3345,21,WITHDRAWAL,600.0,600.0,1
3349,359,WITHDRAWAL,3544.0,3544.0,1
3359,38,WITHDRAWAL,2306.8,2537.8,2
3361,166,WITHDRAWAL,14.6,14.6,1
3366,195,WITHDRAWAL,7300.0,7300.0,1
3372,292,WITHDRAWAL,1986.0,1986.0,1
3375,475,WITHDRAWAL,14.6,14.6,1
3387,140,WITHDRAWAL,24400.0,24400.0,1
3406,305,WITHDRAWAL,2953.0,2953.0,1
3436,13,WITHDRAWAL,2444.0,2444.0,1
3448,223,WITHDRAWAL,14.6,14.6,1
3463,91,WITHDRAWAL,16300.0,16300.0,1
3464,224,WITHDRAWAL,14.6,14.6,1
3476,177,WITHDRAWAL,4080.0,4080.0,1
3499,118,WITHDRAWAL,1500.0,1500.0,1
3500,265,WITHDRAWAL,700.0,714.6,2
3501,171,WITHDRAWAL,14.6,2314.6,2
3503,3,WITHDRAWAL,327.0,6162.0,3
3516,155,WITHDRAWAL,100.0,114.6,2
3519,439,WITHDRAWAL,1200.0,1200.0,1
3540,271,WITHDRAWAL,6700.0,6714.6,2
3542,130,WITHDRAWAL,1900.0,5869.0,2
3561,261,WITHDRAWAL,371.0,2553.0,2
3573,406,WITHDRAWAL,264.0,264.0,1
3582,223,WITHDRAWAL,7200.0,7200.0,1
3587,283,WITHDRAWAL,14.6,14.6,1
3594,515,WITHDRAWAL,2750.0,2750.0,1
3596,375,WITHDRAWAL,3824.0,3824.0,1
3622,359,WITHDRAWAL,7900.0,7900.0,1
3623,305,WITHDRAWAL,14.6,14.6,1
3632,359,WITHDRAWAL,14.6,14.6,1
3641,359,WITHDRAWAL,14.6,14.6,1
3650,531,WITHDRAWAL,2144.0,2144.0,1
3666,54,WITHDRAWAL,14.6,14.6,1
3670,240,WITHDRAWAL,1320.0,9720.0,2
3684,402,WITHDRAWAL,2083.0,24594.0,3
3688,38,WITHDRAWAL,228.0,4128.0,2
3697,136,WITHDRAWAL,14.6,14.6,1
3706,511,WITHDRAWAL,17200.0,17200.0,1
3713,479,WITHDRAWAL,2064.0,2064.0,1
3715,439,WITHDRAWAL,1700.0,10400.0,2
3718,438,WITHDRAWAL,9500.0,9500.0,1
3722,406,WITHDRAWAL,420.0,420.0,1
3727,69,WITHDRAWAL,4100.0,4100.0,1
3732,178,WITHDRAWAL,505.0,1987.0,2
3744,155,WITHDRAWAL,14560.0,19848.0,3
3745,12,WITHDRAWAL,2200.0,2200.0,1
3749,442,WITHDRAWAL,5606.0,13061.0,2
3751,367,WITHDRAWAL,14.6,14.6,1
3757,129,WITHDRAWAL,3417.0,3417.0,1
3763,14,WITHDRAWAL,3629.0,3629.0,1
3768,479,WITHDRAWAL,690.0,690.0,1
3769,136,WITHDRAWAL,1120.0,2480.0,2
3773,53,WITHDRAWAL,2851.0,2851.0,1
3789,264,WITHDRAWAL,8800.0,13907.0,4
3795,421,WITHDRAWAL,5571.0,5571.0,1
3801,407,WITHDRAWAL,26200.0,26214.0,2
3807,475,WITHDRAWAL,2800.0,2800.0,1
3810,292,WITHDRAWAL,4300.0,4300.0,1
3811,229,WITHDRAWAL,2000.0,2000.0,1
3815,516,WITHDRAWAL,3736.0,3736.0,1
3827,229,WITHDRAWAL,600.0,614.6,2
3840,502,WITHDRAWAL,5000.0,5000.0,1
3850,309,WITHDRAWAL,19900.0,19900.0,1
3853,382,WITHDRAWAL,480.0,480.0,1
3876,24,WITHDRAWAL,14.6,14.6,1
3879,80,WITHDRAWAL,1320.0,1320.0,1
3883,195,WITHDRAWAL,1600.0,1614.6,2
3892,295,WITHDRAWAL,6992.0,6992.0,1
3893,402,WITHDRAWAL,3200.0,5411.0,2
3894,341,WITHDRAWAL,21500.0,21500.0,1
3901,464,WITHDRAWAL,14.6,14.6,1
3914,194,WITHDRAWAL,5500.0,5500.0,1
3935,479,WITHDRAWAL,390.0,2454.0,2
3948,250,WITHDRAWAL,3066.0,3066.0,1
3953,195,WITHDRAWAL,7400.0,7400.0,1
3955,530,WITHDRAWAL,7300.0,21700.0,2
3965,252,WITHDRAWAL,1760.0,1760.0,1
3973,41,WITHDRAWAL,14.6,13914.6,2
3986,326,WITHDRAWAL,1567.0,1567.0,1
3987,58,WITHDRAWAL,2880.0,2880.0,1
3988,433,WITHDRAWAL,2800.0,2814.6,2
4003,433,WITHDRAWAL,14.6,14.6,1
4006,507,WITHDRAWAL,14.6,14.6,1
4048,326,WITHDRAWAL,1567.0,8267.0,2
4050,193,WITHDRAWAL,3000.0,3014.6,2
4051,185,WITHDRAWAL,4600.0,6814.6,3
4056,41,WITHDRAWAL,14.6,14.6,1
4058,328,WITHDRAWAL,1760.0,1760.0,1
4059,409,WITHDRAWAL,14.6,4014.6,2
4063,320,WITHDRAWAL,9400.0,10050.0,2
4066,531,WITHDRAWAL,14.6,14.6,1
4072,316,WITHDRAWAL,14.6,14.6,1
4074,69,WITHDRAWAL,1800.0,1800.0,1
4080,516,WITHDRAWAL,1000.0,1000.0,1
4083,93,WITHDRAWAL,14.6,14.6,1
4084,156,WITHDRAWAL,14.6,14.6,1
4086,284,WITHDRAWAL,7500.0,13129.0,2
4087,264,WITHDRAWAL,14.6,14.6,1
4091,121,WITHDRAWAL,393.0,2116.0,3
4094,513,WITHDRAWAL,22100.0,34408.0,3
4095,433,WITHDRAWAL,14.6,14.6,1
4097,433,WITHDRAWAL,2000.0,2014.6,2
