,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d
2770,362,WITHDRAWAL,292.0,6293.0,2
2783,362,WITHDRAWAL,2160.0,4894.6,3
2785,484,WITHDRAWAL,14.6,14.6,1
2800,107,WITHDRAWAL,14.6,2414.6,2
2805,362,WITHDRAWAL,5880.0,10680.0,3
2836,107,WITHDRAWAL,14.6,14.6,1
2838,244,WITHDRAWAL,750.0,4110.0,4
2851,148,WITHDRAWAL,89.0,89.0,1
2853,470,WITHDRAWAL,3568.0,5898.0,3
2866,244,WITHDRAWAL,100.0,100.0,1
2880,425,WITHDRAWAL,64.0,64.0,1
2889,385,WITHDRAWAL,2160.0,2191.0,2
2922,148,WITHDRAWAL,1736.0,1825.0,2
2938,362,WITHDRAWAL,6001.0,6001.0,1
2942,196,WITHDRAWAL,2554.0,6971.0,2
2954,107,WITHDRAWAL,1580.0,1580.0,1
2960,190,WITHDRAWAL,1316.0,9110.0,4
2968,443,WITHDRAWAL,14.6,14.6,1
2979,425,WITHDRAWAL,64.0,64.0,1
3007,368,WITHDRAWAL,742.0,5123.0,2
3031,368,WITHDRAWAL,2500.0,2500.0,1
3038,484,WITHDRAWAL,1652.0,5059.0,3
3049,368,WITHDRAWAL,217.0,5340.0,3
3053,107,WITHDRAWAL,2880.0,4460.0,2
3071,196,WITHDRAWAL,14.6,14.6,1
3136,471,WITHDRAWAL,253.0,5106.0,4
3144,196,WITHDRAWAL,385.0,1655.0,2
3160,385,WITHDRAWAL,121.0,121.0,1
3163,471,WITHDRAWAL,4695.0,4695.0,1
3217,470,WITHDRAWAL,3568.0,4198.0,2
3247,358,WITHDRAWAL,1434.0,1434.0,1
3250,362,WITHDRAWAL,14.6,14.6,1
3253,148,WITHDRAWAL,14.6,14.6,1
3275,425,WITHDRAWAL,14.6,14.6,1
3301,385,WITHDRAWAL,480.0,632.0,3
3304,368,WITHDRAWAL,269.0,5228.0,4
3309,484,WITHDRAWAL,1652.0,5059.0,3
3319,107,WITHDRAWAL,2015.0,2974.0,2
3324,358,WITHDRAWAL,532.0,605.0,2
3336,471,WITHDRAWAL,1000.0,1014.6,2
3343,443,WITHDRAWAL,463.0,1971.0,2
3354,107,WITHDRAWAL,959.0,2539.0,2
3355,358,WITHDRAWAL,27.0,1322.0,4
3367,244,WITHDRAWAL,232.0,232.0,1
3374,368,WITHDRAWAL,4400.0,4414.6,2
3394,107,WITHDRAWAL,4920.0,4934.6,2
3407,107,WITHDRAWAL,14.6,14.6,1
3412,425,WITHDRAWAL,806.0,806.0,1
3428,244,WITHDRAWAL,232.0,232.0,1
3451,443,WITHDRAWAL,1508.0,1508.0,1
3469,362,WITHDRAWAL,14.6,14.6,1
3481,244,WITHDRAWAL,660.0,2850.0,2
3492,148,WITHDRAWAL,1736.0,1825.0,2
3497,107,WITHDRAWAL,1100.0,1100.0,1
3498,358,WITHDRAWAL,532.0,605.0,2
3530,244,WITHDRAWAL,232.0,232.0,1
3534,470,WITHDRAWAL,1078.0,5276.0,3
3558,470,WITHDRAWAL,1078.0,5276.0,3
3568,484,WITHDRAWAL,3300.0,3300.0,1
3576,358,WITHDRAWAL,1110.0,1110.0,1
3579,368,WITHDRAWAL,217.0,5340.0,3
3609,443,WITHDRAWAL,2100.0,2100.0,1
3616,244,WITHDRAWAL,14.6,14.6,1
3621,425,WITHDRAWAL,2390.0,2454.0,2
3635,244,WITHDRAWAL,2000.0,2000.0,1
3652,148,WITHDRAWAL,89.0,89.0,1
3729,385,WITHDRAWAL,14.6,14.6,1
3730,484,WITHDRAWAL,7000.0,12167.0,5
3740,196,WITHDRAWAL,2100.0,2114.6,2
3766,107,WITHDRAWAL,1920.0,4120.0,3
3774,362,WITHDRAWAL,68.0,6361.0,3
3781,196,WITHDRAWAL,385.0,6855.0,3
3783,244,WITHDRAWAL,2190.0,5848.0,4
3787,471,WITHDRAWAL,600.0,600.0,1
3821,484,WITHDRAWAL,2500.0,12667.0,7
3835,244,WITHDRAWAL,14.6,14.6,1
3870,385,WITHDRAWAL,14.6,254.6,2
3881,362,WITHDRAWAL,68.0,6361.0,3
3885,443,WITHDRAWAL,463.0,1971.0,2
3896,358,WITHDRAWAL,630.0,644.6,2
3907,244,WITHDRAWAL,7830.0,10680.0,3
3913,148,WITHDRAWAL,89.0,89.0,1
3919,385,WITHDRAWAL,14.6,14.6,1
3938,244,WITHDRAWAL,360.0,360.0,1
3971,484,WITHDRAWAL,1652.0,5059.0,3
4001,196,WITHDRAWAL,385.0,1655.0,2
4002,358,WITHDRAWAL,73.0,1507.0,2
4016,148,WITHDRAWAL,89.0,89.0,1
4028,244,WITHDRAWAL,232.0,232.0,1
4077,358,WITHDRAWAL,14.6,14.6,1
4079,385,WITHDRAWAL,31.0,152.0,2
4130,471,WITHDRAWAL,931.0,5828.0,3
4143,107,WITHDRAWAL,4600.0,4600.0,1
4159,190,WITHDRAWAL,1316.0,9110.0,4
4182,107,WITHDRAWAL,14.6,14.6,1
4213,362,WITHDRAWAL,3600.0,3600.0,1
4230,148,WITHDRAWAL,487.0,2312.0,3
4232,107,WITHDRAWAL,14.6,14.6,1
4235,470,WITHDRAWAL,1078.0,5276.0,3
4243,470,WITHDRAWAL,5200.0,5214.6,2
4249,244,WITHDRAWAL,2190.0,2648.0,3
4265,443,WITHDRAWAL,1508.0,1508.0,1
4283,368,WITHDRAWAL,14.6,1614.6,2
4318,443,WITHDRAWAL,780.0,794.6,2
4319,358,WITHDRAWAL,27.0,559.0,2
4348,470,WITHDRAWAL,3568.0,4198.0,2
4394,443,WITHDRAWAL,1508.0,1508.0,1
4395,484,WITHDRAWAL,1412.0,3407.0,2
4416,471,WITHDRAWAL,14.6,14.6,1
4423,425,WITHDRAWAL,64.0,2464.0,2
4471,148,WITHDRAWAL,89.0,89.0,1
4486,244,WITHDRAWAL,226.0,458.0,2
4499,358,WITHDRAWAL,73.0,1507.0,2
4515,385,WITHDRAWAL,121.0,121.0,1
4551,425,WITHDRAWAL,1440.0,1440.0,1
4555,362,WITHDRAWAL,14.6,14.6,1
4571,368,WITHDRAWAL,4381.0,4381.0,1
4603,471,WITHDRAWAL,4200.0,4200.0,1
4609,368,WITHDRAWAL,4381.0,4381.0,1
4613,471,WITHDRAWAL,253.0,1386.0,3
4619,358,WITHDRAWAL,14.6,14.6,1
4643,385,WITHDRAWAL,121.0,121.0,1
4664,362,WITHDRAWAL,6001.0,6001.0,1
4706,484,WITHDRAWAL,2700.0,7867.0,5
4709,196,WITHDRAWAL,4417.0,4417.0,1
4712,358,WITHDRAWAL,14.6,14.6,1
4720,385,WITHDRAWAL,31.0,152.0,2
4748,107,WITHDRAWAL,14.6,2774.6,2
4758,443,WITHDRAWAL,463.0,1971.0,2
4759,362,WITHDRAWAL,6001.0,6001.0,1
4781,484,WITHDRAWAL,108.0,5167.0,4
4790,148,WITHDRAWAL,14.6,14.6,1
4792,425,WITHDRAWAL,2390.0,2454.0,2
4802,107,WITHDRAWAL,1800.0,1800.0,1
4810,148,WITHDRAWAL,14.6,1484.6,2
4816,148,WITHDRAWAL,600.0,3542.0,5
4817,148,WITHDRAWAL,1736.0,1825.0,2
4852,484,WITHDRAWAL,1995.0,1995.0,1
4858,470,WITHDRAWAL,1000.0,1000.0,1
4897,148,WITHDRAWAL,1736.0,2785.0,3
4903,471,WITHDRAWAL,14.6,5214.6,2
4928,470,WITHDRAWAL,3568.0,4198.0,2
4930,368,WITHDRAWAL,900.0,1386.0,3
4945,470,WITHDRAWAL,1000.0,3530.0,3
4946,358,WITHDRAWAL,14.6,14.6,1
4956,107,WITHDRAWAL,1580.0,4580.0,2
4978,148,WITHDRAWAL,487.0,3712.0,4
4981,107,WITHDRAWAL,959.0,2539.0,2
4984,244,WITHDRAWAL,2190.0,4448.0,5
4993,471,WITHDRAWAL,2640.0,3824.0,3
5030,368,WITHDRAWAL,1200.0,1200.0,1
5059,358,WITHDRAWAL,532.0,605.0,2
5066,484,WITHDRAWAL,14.6,14.6,1
5067,443,WITHDRAWAL,463.0,1971.0,2
5073,148,WITHDRAWAL,487.0,2312.0,3
5112,470,WITHDRAWAL,1078.0,9076.0,4
5123,368,WITHDRAWAL,217.0,5340.0,3
5137,148,WITHDRAWAL,1736.0,1825.0,2
5160,244,WITHDRAWAL,226.0,458.0,2
5162,471,WITHDRAWAL,720.0,6548.0,4
5192,425,WITHDRAWAL,64.0,4264.0,2
5199,368,WITHDRAWAL,217.0,5340.0,3
5200,484,WITHDRAWAL,5300.0,5300.0,1
5202,385,WITHDRAWAL,2160.0,2191.0,2
5212,425,WITHDRAWAL,3960.0,4766.0,2
5216,148,WITHDRAWAL,450.0,464.6,2
5240,425,WITHDRAWAL,64.0,8224.0,2
5262,368,WITHDRAWAL,269.0,1228.0,3
5304,443,WITHDRAWAL,1508.0,1508.0,1
5311,244,WITHDRAWAL,14.6,14.6,1
5316,244,WITHDRAWAL,232.0,1202.0,3
5318,368,WITHDRAWAL,4381.0,4381.0,1
5334,196,WITHDRAWAL,385.0,1655.0,2
5339,385,WITHDRAWAL,31.0,152.0,2
5350,470,WITHDRAWAL,630.0,630.0,1
5353,244,WITHDRAWAL,2190.0,2648.0,3
5373,470,WITHDRAWAL,1400.0,1414.6,2
5377,148,WITHDRAWAL,330.0,330.0,1
5387,368,WITHDRAWAL,742.0,5123.0,2
5392,443,WITHDRAWAL,1110.0,1124.6,2
5427,148,WITHDRAWAL,89.0,89.0,1
5469,368,WITHDRAWAL,14.6,14.6,1
5492,425,WITHDRAWAL,14.6,1414.6,2
5529,425,WITHDRAWAL,1440.0,2280.0,2
5530,244,WITHDRAWAL,232.0,3262.0,2
5545,196,WITHDRAWAL,7400.0,8670.0,2
5560,190,WITHDRAWAL,3233.0,7794.0,3
5580,362,WITHDRAWAL,68.0,6361.0,3
5590,148,WITHDRAWAL,487.0,2312.0,3
5592,471,WITHDRAWAL,14.6,14.6,1
5610,484,WITHDRAWAL,1652.0,11959.0,4
5616,470,WITHDRAWAL,630.0,2530.0,2
5715,244,WITHDRAWAL,226.0,458.0,2
5759,196,WITHDRAWAL,385.0,5255.0,3
5773,425,WITHDRAWAL,806.0,806.0,1
5798,385,WITHDRAWAL,2160.0,3121.0,4
5812,196,WITHDRAWAL,14.6,14.6,1
5839,196,WITHDRAWAL,2300.0,2300.0,1
5853,362,WITHDRAWAL,3900.0,3900.0,1
5859,484,WITHDRAWAL,1412.0,3407.0,2
5860,362,WITHDRAWAL,2900.0,2900.0,1
5881,196,WITHDRAWAL,200.0,214.6,2
5911,484,WITHDRAWAL,1995.0,1995.0,1
5923,425,WITHDRAWAL,2390.0,2454.0,2
5924,148,WITHDRAWAL,180.0,2130.0,2
5927,190,WITHDRAWAL,3233.0,7794.0,3
5974,358,WITHDRAWAL,27.0,632.0,3
5995,196,WITHDRAWAL,4417.0,4417.0,1
6023,425,WITHDRAWAL,14.6,14.6,1
6037,358,WITHDRAWAL,73.0,1507.0,2
6048,148,WITHDRAWAL,14.6,14.6,1
6057,470,WITHDRAWAL,2000.0,2000.0,1
6080,443,WITHDRAWAL,67.0,2038.0,3
6097,443,WITHDRAWAL,14.6,14.6,1
6147,148,WITHDRAWAL,89.0,89.0,1
6153,470,WITHDRAWAL,14.6,14.6,1
6182,362,WITHDRAWAL,6600.0,6600.0,1
6199,368,WITHDRAWAL,269.0,3228.0,4
6219,368,WITHDRAWAL,742.0,5123.0,2
6271,443,WITHDRAWAL,14.6,14.6,1
6292,470,WITHDRAWAL,630.0,630.0,1
6350,196,WITHDRAWAL,4417.0,4417.0,1
6373,368,WITHDRAWAL,700.0,700.0,1
6387,425,WITHDRAWAL,64.0,3904.0,2
6416,362,WITHDRAWAL,6001.0,6001.0,1
6456,471,WITHDRAWAL,202.0,4897.0,2
6460,484,WITHDRAWAL,1412.0,3407.0,2
6495,368,WITHDRAWAL,742.0,5123.0,2
6501,484,WITHDRAWAL,3300.0,8467.0,5
6562,443,WITHDRAWAL,463.0,1971.0,2
6571,368,WITHDRAWAL,217.0,5340.0,3
6590,190,WITHDRAWAL,14.6,14.6,1
6595,107,WITHDRAWAL,2015.0,2974.0,2
6614,425,WITHDRAWAL,14.6,14.6,1
6622,471,WITHDRAWAL,2880.0,2894.6,2
6656,385,WITHDRAWAL,121.0,121.0,1
6658,368,WITHDRAWAL,14.6,14.6,1
6660,425,WITHDRAWAL,806.0,806.0,1
6665,470,WITHDRAWAL,3568.0,4198.0,2
6679,358,WITHDRAWAL,14.6,14.6,1
6683,385,WITHDRAWAL,14.6,14.6,1
6708,196,WITHDRAWAL,14.6,14.6,1
6718,443,WITHDRAWAL,1508.0,1958.0,2
6726,196,WITHDRAWAL,3500.0,5155.0,3
6729,196,WITHDRAWAL,4417.0,7617.0,2
6742,443,WITHDRAWAL,14.6,14.6,1
6750,368,WITHDRAWAL,14.6,2314.6,2
6763,358,WITHDRAWAL,532.0,605.0,2
6765,385,WITHDRAWAL,2160.0,2191.0,2
6782,471,WITHDRAWAL,202.0,6097.0,3
6820,148,WITHDRAWAL,1736.0,1825.0,2
6821,471,WITHDRAWAL,253.0,2586.0,4
6834,484,WITHDRAWAL,1100.0,1114.6,2
6835,362,WITHDRAWAL,3400.0,3400.0,1
6845,358,WITHDRAWAL,532.0,605.0,2
6867,443,WITHDRAWAL,463.0,2181.0,3
6869,470,WITHDRAWAL,3568.0,4198.0,2
6886,484,WITHDRAWAL,14.6,14.6,1
6908,368,WITHDRAWAL,4381.0,4381.0,1
6964,425,WITHDRAWAL,2640.0,5094.0,3
6982,358,WITHDRAWAL,14.6,14.6,1
6993,362,WITHDRAWAL,6001.0,6001.0,1
6996,196,WITHDRAWAL,385.0,1655.0,2
7005,385,WITHDRAWAL,2160.0,2191.0,2
7033,425,WITHDRAWAL,14.6,14.6,1
7043,443,WITHDRAWAL,463.0,3141.0,3
7062,148,WITHDRAWAL,810.0,990.0,2
7067,470,WITHDRAWAL,7800.0,7814.6,2
7074,368,WITHDRAWAL,269.0,1228.0,3
7092,196,WITHDRAWAL,2554.0,6971.0,2
7125,362,WITHDRAWAL,6001.0,6001.0,1
7153,196,WITHDRAWAL,4417.0,5217.0,2
7187,425,WITHDRAWAL,806.0,806.0,1
7213,148,WITHDRAWAL,1950.0,1950.0,1
7215,425,WITHDRAWAL,5160.0,5174.6,2
7223,148,WITHDRAWAL,1736.0,1825.0,2
7259,470,WITHDRAWAL,700.0,700.0,1
7262,484,WITHDRAWAL,5700.0,5700.0,1
7298,484,WITHDRAWAL,2600.0,3314.6,3
7302,190,WITHDRAWAL,4519.0,4561.0,2
7323,196,WITHDRAWAL,385.0,1655.0,2
7326,385,WITHDRAWAL,31.0,152.0,2
7390,385,WITHDRAWAL,121.0,121.0,1
7405,470,WITHDRAWAL,600.0,4798.0,3
7420,148,WITHDRAWAL,487.0,2312.0,3
7430,358,WITHDRAWAL,14.6,14.6,1
7471,368,WITHDRAWAL,500.0,6081.0,3
7488,368,WITHDRAWAL,4381.0,4381.0,1
7525,471,WITHDRAWAL,253.0,1386.0,3
7545,425,WITHDRAWAL,14.6,814.6,2
7556,385,WITHDRAWAL,14.6,374.6,2
7599,484,WITHDRAWAL,6500.0,6514.6,2
7612,368,WITHDRAWAL,14.6,14.6,1
7614,484,WITHDRAWAL,1995.0,1995.0,1
7618,196,WITHDRAWAL,4200.0,4200.0,1
7621,362,WITHDRAWAL,2500.0,8793.0,3
7629,425,WITHDRAWAL,14.6,3134.6,2
7639,470,WITHDRAWAL,14.6,4614.6,2
7668,425,WITHDRAWAL,64.0,64.0,1
7680,385,WITHDRAWAL,2160.0,2191.0,2
7722,368,WITHDRAWAL,269.0,1228.0,3
7724,362,WITHDRAWAL,2040.0,2040.0,1
7730,470,WITHDRAWAL,3568.0,5898.0,3
7748,190,WITHDRAWAL,42.0,42.0,1
7784,358,WITHDRAWAL,73.0,1507.0,2
7807,196,WITHDRAWAL,385.0,1655.0,2
7809,362,WITHDRAWAL,292.0,11573.0,3
7810,148,WITHDRAWAL,487.0,2312.0,3
7842,470,WITHDRAWAL,1700.0,1700.0,1
7921,362,WITHDRAWAL,14.6,14.6,1
7931,470,WITHDRAWAL,3800.0,7998.0,3
7948,425,WITHDRAWAL,806.0,7006.0,2
7954,443,WITHDRAWAL,14.6,14.6,1
7965,190,WITHDRAWAL,14.6,14.6,1
7967,358,WITHDRAWAL,27.0,632.0,3
7977,425,WITHDRAWAL,14.6,14.6,1
7986,196,WITHDRAWAL,2554.0,6971.0,2
7997,244,WITHDRAWAL,1020.0,1020.0,1
8014,471,WITHDRAWAL,4695.0,4695.0,1
8063,196,WITHDRAWAL,4417.0,4417.0,1
8067,443,WITHDRAWAL,67.0,2038.0,3
8068,190,WITHDRAWAL,4519.0,4561.0,2
8086,362,WITHDRAWAL,6001.0,6001.0,1
8089,107,WITHDRAWAL,1080.0,2660.0,2
8112,244,WITHDRAWAL,900.0,900.0,1
8132,425,WITHDRAWAL,14.6,14.6,1
8157,425,WITHDRAWAL,4440.0,4440.0,1
8182,385,WITHDRAWAL,14.6,14.6,1
8191,362,WITHDRAWAL,14.6,4454.6,2
8199,368,WITHDRAWAL,217.0,5340.0,3
8210,471,WITHDRAWAL,14.6,14.6,1
8241,362,WITHDRAWAL,292.0,6293.0,2
8244,107,WITHDRAWAL,1700.0,7075.0,3
8253,358,WITHDRAWAL,27.0,2462.0,4
8254,425,WITHDRAWAL,14.6,14.6,1
8273,148,WITHDRAWAL,487.0,2312.0,3
8274,196,WITHDRAWAL,14.6,14.6,1
8276,368,WITHDRAWAL,217.0,5340.0,3
8278,107,WITHDRAWAL,2015.0,6694.0,3
8286,362,WITHDRAWAL,6001.0,9301.0,2
8329,190,WITHDRAWAL,4519.0,12861.0,3
8345,107,WITHDRAWAL,14.6,1114.6,2
8352,471,WITHDRAWAL,202.0,4897.0,2
8364,385,WITHDRAWAL,240.0,240.0,1
8371,368,WITHDRAWAL,217.0,5340.0,3
8377,362,WITHDRAWAL,2400.0,2400.0,1
8409,244,WITHDRAWAL,232.0,232.0,1
