,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d
978,158,WITHDRAWAL,1200.0,1200.0,1
982,397,WITHDRAWAL,3800.0,3800.0,1
984,8,WITHDRAWAL,2612.0,9324.0,2
985,462,WITHDRAWAL,14.6,8414.6,2
992,33,WITHDRAWAL,3892.0,3892.0,1
999,72,WITHDRAWAL,7109.0,9209.0,2
1012,400,WITHDRAWAL,6948.0,6948.0,1
1019,277,WITHDRAWAL,12100.0,12100.0,1
1022,465,WITHDRAWAL,14.6,14.6,1
1026,197,WITHDRAWAL,1300.0,5500.0,2
1034,397,WITHDRAWAL,8400.0,8400.0,1
1038,517,WITHDRAWAL,11900.0,21155.0,2
1044,314,WITHDRAWAL,13691.0,13691.0,1
1051,404,WITHDRAWAL,1563.0,1563.0,1
1058,158,WITHDRAWAL,14.6,17414.6,2
1067,472,WITHDRAWAL,22800.0,51500.0,2
1073,26,WITHDRAWAL,14.6,14.6,1
1079,493,WITHDRAWAL,14.6,16814.6,2
1080,347,WITHDRAWAL,11300.0,25100.0,2
1082,213,WITHDRAWAL,2400.0,7600.0,4
1083,377,WITHDRAWAL,9000.0,9000.0,1
1092,245,WITHDRAWAL,3300.0,3300.0,1
1093,427,WITHDRAWAL,8166.0,8166.0,1
1101,23,WITHDRAWAL,5400.0,5400.0,1
1109,376,WITHDRAWAL,7097.0,7097.0,1
1112,197,WITHDRAWAL,14.6,12614.6,2
1115,374,WITHDRAWAL,16100.0,28400.0,3
1117,153,WITHDRAWAL,6200.0,6200.0,1
1123,445,WITHDRAWAL,7567.0,7567.0,1
1124,523,WITHDRAWAL,8500.0,8500.0,1
1139,270,WITHDRAWAL,14.6,14.6,1
1145,397,WITHDRAWAL,15400.0,15400.0,1
1150,517,WITHDRAWAL,9255.0,23235.0,3
1151,218,WITHDRAWAL,8400.0,8400.0,1
1159,22,WITHDRAWAL,14.6,14.6,1
1164,8,WITHDRAWAL,11000.0,22364.0,4
1169,523,WITHDRAWAL,14.6,31514.6,3
1176,463,WITHDRAWAL,18560.0,24945.0,2
1188,347,WITHDRAWAL,2700.0,2700.0,1
1203,489,WITHDRAWAL,14.6,14.6,1
1213,102,WITHDRAWAL,3373.0,3373.0,1
1220,452,WITHDRAWAL,5058.0,5058.0,1
1222,393,WITHDRAWAL,302.0,302.0,1
1227,219,WITHDRAWAL,2988.0,19888.0,2
1232,141,WITHDRAWAL,24500.0,24514.6,2
1233,33,WITHDRAWAL,3892.0,3892.0,1
1237,314,WITHDRAWAL,10200.0,10200.0,1
1242,372,WITHDRAWAL,9200.0,9214.6,2
1249,468,WITHDRAWAL,3735.0,3735.0,1
1253,468,WITHDRAWAL,2040.0,2040.0,1
1292,462,WITHDRAWAL,8325.0,8325.0,1
1302,15,WITHDRAWAL,46720.0,49792.0,2
1316,197,WITHDRAWAL,3000.0,33080.0,2
1321,219,WITHDRAWAL,14.6,18374.6,3
1330,57,WITHDRAWAL,14.6,14.6,1
1336,465,WITHDRAWAL,11126.0,11126.0,1
1337,463,WITHDRAWAL,16800.0,16800.0,1
1345,102,WITHDRAWAL,8800.0,8800.0,1
1348,376,WITHDRAWAL,7097.0,7097.0,1
1350,427,WITHDRAWAL,13900.0,13900.0,1
1353,374,WITHDRAWAL,23300.0,23300.0,1
1354,23,WITHDRAWAL,5300.0,5300.0,1
1363,478,WITHDRAWAL,7400.0,7400.0,1
1364,218,WITHDRAWAL,56200.0,56200.0,1
1368,22,WITHDRAWAL,9600.0,9600.0,1
1373,339,WITHDRAWAL,48.0,22435.0,3
1381,110,WITHDRAWAL,3050.0,3050.0,1
1387,462,WITHDRAWAL,6400.0,14725.0,2
1396,372,WITHDRAWAL,2148.0,9933.0,2
1436,213,WITHDRAWAL,5625.0,24925.0,2
1449,465,WITHDRAWAL,11126.0,11126.0,1
1450,478,WITHDRAWAL,12200.0,20337.0,2
1458,197,WITHDRAWAL,5600.0,5614.6,2
1460,393,WITHDRAWAL,14.6,20914.6,2
1467,489,WITHDRAWAL,5608.0,5608.0,1
1472,102,WITHDRAWAL,377.0,3750.0,2
1487,15,WITHDRAWAL,2160.0,12240.0,5
1488,22,WITHDRAWAL,6352.0,6352.0,1
1490,57,WITHDRAWAL,2300.0,2300.0,1
1496,339,WITHDRAWAL,6300.0,15035.0,4
1502,314,WITHDRAWAL,13691.0,13691.0,1
1510,158,WITHDRAWAL,3000.0,6240.0,2
1523,153,WITHDRAWAL,10500.0,10500.0,1
1531,106,WITHDRAWAL,1300.0,1300.0,1
1550,465,WITHDRAWAL,11700.0,11700.0,1
1558,523,WITHDRAWAL,14.6,8614.6,2
1570,102,WITHDRAWAL,15600.0,23200.0,2
1573,102,WITHDRAWAL,14.6,14.6,1
1581,57,WITHDRAWAL,500.0,514.6,2
1584,422,WITHDRAWAL,16200.0,19200.0,3
1601,376,WITHDRAWAL,8400.0,8400.0,1
1602,524,WITHDRAWAL,14.6,14.6,1
1604,347,WITHDRAWAL,7801.2,7801.2,1
1609,400,WITHDRAWAL,6948.0,6948.0,1
1612,8,WITHDRAWAL,2612.0,9324.0,2
1618,180,WITHDRAWAL,8700.0,21300.0,2
1620,404,WITHDRAWAL,14.6,14.6,1
1640,415,WITHDRAWAL,8740.0,8740.0,1
1659,393,WITHDRAWAL,302.0,302.0,1
1660,201,WITHDRAWAL,14.6,1314.6,2
1664,489,WITHDRAWAL,14.6,2514.6,2
1678,106,WITHDRAWAL,2300.0,2300.0,1
1686,524,WITHDRAWAL,2300.0,6400.0,3
1698,345,WITHDRAWAL,14.6,14.6,1
1700,478,WITHDRAWAL,27000.0,31000.0,2
1710,400,WITHDRAWAL,14.6,14.6,1
1725,445,WITHDRAWAL,3998.0,3998.0,1
1730,102,WITHDRAWAL,3373.0,3373.0,1
1731,489,WITHDRAWAL,14.6,14.6,1
1735,376,WITHDRAWAL,14.6,16314.6,2
1737,347,WITHDRAWAL,7200.0,7200.0,1
1744,404,WITHDRAWAL,1563.0,1563.0,1
1761,468,WITHDRAWAL,5040.0,5539.0,2
1762,393,WITHDRAWAL,14.6,15914.6,2
1769,227,WITHDRAWAL,30900.0,40281.0,2
1773,141,WITHDRAWAL,3462.0,5253.0,2
1775,452,WITHDRAWAL,5058.0,5058.0,1
1778,72,WITHDRAWAL,7109.0,7109.0,1
1782,23,WITHDRAWAL,14.6,14.6,1
1787,415,WITHDRAWAL,2880.0,2880.0,1
1792,498,WITHDRAWAL,24200.0,24200.0,1
1796,478,WITHDRAWAL,11400.0,11400.0,1
1803,33,WITHDRAWAL,3892.0,3892.0,1
1816,99,WITHDRAWAL,9000.0,9000.0,1
1823,404,WITHDRAWAL,14.6,14.6,1
1833,197,WITHDRAWAL,14.6,14.6,1
1839,15,WITHDRAWAL,3072.0,3072.0,1
1841,219,WITHDRAWAL,2336.0,5324.0,2
1861,291,WITHDRAWAL,62.0,15062.0,2
1863,517,WITHDRAWAL,14.6,31834.6,3
1870,270,WITHDRAWAL,5462.0,5462.0,1
1871,374,WITHDRAWAL,14.6,31814.6,2
1880,126,WITHDRAWAL,28800.0,36184.0,2
1882,374,WITHDRAWAL,7900.0,7900.0,1
1883,110,WITHDRAWAL,3050.0,3050.0,1
1885,493,WITHDRAWAL,1680.0,1680.0,1
1897,106,WITHDRAWAL,3735.0,3735.0,1
1899,72,WITHDRAWAL,30.0,30.0,1
1902,314,WITHDRAWAL,2785.0,16476.0,2
1905,102,WITHDRAWAL,24700.0,24700.0,1
1908,22,WITHDRAWAL,6352.0,20352.0,2
1914,201,WITHDRAWAL,3200.0,3200.0,1
1916,393,WITHDRAWAL,3600.0,3600.0,1
1925,400,WITHDRAWAL,14.6,14.6,1
1927,374,WITHDRAWAL,11000.0,11000.0,1
1944,376,WITHDRAWAL,7097.0,7097.0,1
1946,22,WITHDRAWAL,4400.0,16000.0,2
1951,463,WITHDRAWAL,6385.0,6385.0,1
1957,18,WITHDRAWAL,9300.0,11400.0,2
1970,452,WITHDRAWAL,8100.0,8100.0,1
1973,427,WITHDRAWAL,2040.0,2054.6,2
1974,219,WITHDRAWAL,14.6,4814.6,2
1975,218,WITHDRAWAL,14.6,50414.6,2
1982,498,WITHDRAWAL,17500.0,17500.0,1
1983,489,WITHDRAWAL,2000.0,2000.0,1
1988,291,WITHDRAWAL,7700.0,7714.6,2
1998,314,WITHDRAWAL,13691.0,13691.0,1
1999,153,WITHDRAWAL,14.6,14.6,1
2008,270,WITHDRAWAL,22300.0,22300.0,1
2016,347,WITHDRAWAL,10900.0,10900.0,1
2019,463,WITHDRAWAL,14.6,14.6,1
2021,462,WITHDRAWAL,14.6,1334.6,2
2023,397,WITHDRAWAL,5700.0,5700.0,1
2045,106,WITHDRAWAL,3735.0,3735.0,1
2064,23,WITHDRAWAL,10400.0,10400.0,1
2066,445,WITHDRAWAL,30.0,30.0,1
2076,201,WITHDRAWAL,9584.0,9584.0,1
2077,377,WITHDRAWAL,15500.0,15500.0,1
2089,498,WITHDRAWAL,14.6,14.6,1
2093,72,WITHDRAWAL,2286.0,2286.0,1
2094,270,WITHDRAWAL,5462.0,5462.0,1
2095,393,WITHDRAWAL,5920.0,6222.0,2
2099,141,WITHDRAWAL,3462.0,5253.0,2
2100,227,WITHDRAWAL,14.6,14.6,1
2101,517,WITHDRAWAL,1680.0,3120.0,2
2129,197,WITHDRAWAL,600.0,600.0,1
2132,472,WITHDRAWAL,8200.2,8200.2,1
2154,377,WITHDRAWAL,2700.0,2700.0,1
2155,57,WITHDRAWAL,4107.0,4107.0,1
2164,22,WITHDRAWAL,14.6,814.6,2
2169,374,WITHDRAWAL,3000.0,24500.0,3
2182,219,WITHDRAWAL,2988.0,2988.0,1
2190,99,WITHDRAWAL,2600.0,2600.0,1
2193,26,WITHDRAWAL,14.6,14.6,1
2194,524,WITHDRAWAL,11200.0,16968.0,2
2214,227,WITHDRAWAL,9381.0,9381.0,1
2220,72,WITHDRAWAL,2286.0,12486.0,2
2230,153,WITHDRAWAL,14.6,14.6,1
2235,197,WITHDRAWAL,14.6,14.6,1
2236,472,WITHDRAWAL,14.6,14.6,1
2250,153,WITHDRAWAL,12300.0,16844.0,2
2252,400,WITHDRAWAL,4400.0,4414.6,2
2254,415,WITHDRAWAL,14.6,14.6,1
2256,422,WITHDRAWAL,10800.0,10800.0,1
2259,374,WITHDRAWAL,14.6,8414.6,2
2261,400,WITHDRAWAL,9400.0,9400.0,1
2287,197,WITHDRAWAL,11700.0,11700.0,1
2294,102,WITHDRAWAL,377.0,3750.0,2
2310,23,WITHDRAWAL,14.6,14.6,1
2319,462,WITHDRAWAL,2280.0,3120.0,2
2321,158,WITHDRAWAL,3420.0,4220.0,2
2323,153,WITHDRAWAL,5100.0,9644.0,2
2324,415,WITHDRAWAL,6300.0,6300.0,1
2329,524,WITHDRAWAL,15100.0,15100.0,1
2353,270,WITHDRAWAL,3840.0,9302.0,2
2354,525,WITHDRAWAL,3300.0,3300.0,1
2361,427,WITHDRAWAL,8166.0,8166.0,1
2372,347,WITHDRAWAL,4800.0,12601.2,2
2373,43,WITHDRAWAL,6589.0,6589.0,1
2382,345,WITHDRAWAL,14.6,4114.6,2
2394,245,WITHDRAWAL,14.6,8714.6,3
2395,498,WITHDRAWAL,5640.0,5640.0,1
2404,277,WITHDRAWAL,14400.0,36900.0,2
2411,72,WITHDRAWAL,2286.0,2286.0,1
2415,462,WITHDRAWAL,14.6,14.6,1
2424,23,WITHDRAWAL,13200.0,15374.6,3
2429,339,WITHDRAWAL,13900.0,13930.0,2
2430,463,WITHDRAWAL,2880.0,2894.6,2
2452,393,WITHDRAWAL,14.6,14.6,1
2455,201,WITHDRAWAL,14.6,14.6,1
2457,102,WITHDRAWAL,7200.0,7200.0,1
2463,219,WITHDRAWAL,2988.0,2988.0,1
2471,99,WITHDRAWAL,5100.0,5100.0,1
2475,374,WITHDRAWAL,5400.0,10800.0,3
2493,126,WITHDRAWAL,11100.0,18484.0,2
2515,197,WITHDRAWAL,4680.0,10080.0,2
2528,8,WITHDRAWAL,17700.0,17700.0,1
2536,23,WITHDRAWAL,14600.0,14600.0,1
2539,404,WITHDRAWAL,8100.0,11550.0,2
2563,404,WITHDRAWAL,1563.0,1563.0,1
2565,376,WITHDRAWAL,17700.0,17700.0,1
2569,277,WITHDRAWAL,7200.0,14700.0,3
2578,400,WITHDRAWAL,7200.0,7200.0,1
2590,277,WITHDRAWAL,6900.0,6900.0,1
2596,167,WITHDRAWAL,11200.0,107600.0,3
2597,219,WITHDRAWAL,2988.0,17988.0,2
2602,400,WITHDRAWAL,6948.0,6948.0,1
2608,376,WITHDRAWAL,3000.0,17314.6,3
2612,404,WITHDRAWAL,14.6,14.6,1
2614,110,WITHDRAWAL,98.0,3148.0,2
2616,393,WITHDRAWAL,302.0,302.0,1
2626,415,WITHDRAWAL,8740.0,8740.0,1
2627,347,WITHDRAWAL,11200.0,11200.0,1
2632,501,WITHDRAWAL,4382.7,8282.7,2
2645,345,WITHDRAWAL,8819.0,8819.0,1
2648,377,WITHDRAWAL,14.6,14.6,1
2654,397,WITHDRAWAL,15900.0,24900.0,2
2655,345,WITHDRAWAL,8819.0,8819.0,1
2657,197,WITHDRAWAL,14200.0,14200.0,1
2661,472,WITHDRAWAL,8200.2,8200.2,1
2662,472,WITHDRAWAL,18100.0,18100.0,1
2671,43,WITHDRAWAL,18000.0,18000.0,1
2681,15,WITHDRAWAL,1320.0,6480.0,3
2689,404,WITHDRAWAL,1563.0,19563.0,2
2705,227,WITHDRAWAL,9381.0,9381.0,1
2716,72,WITHDRAWAL,50800.0,53086.0,2
2726,102,WITHDRAWAL,14.6,14.6,1
2729,72,WITHDRAWAL,25700.0,32809.0,2
2735,18,WITHDRAWAL,14100.0,14100.0,1
2739,525,WITHDRAWAL,9900.0,9900.0,1
2740,345,WITHDRAWAL,8100.0,8100.0,1
2746,141,WITHDRAWAL,1791.0,8507.0,2
2756,517,WITHDRAWAL,14.6,12694.6,3
2757,400,WITHDRAWAL,6948.0,6948.0,1
2768,468,WITHDRAWAL,14.6,14.6,1
2769,372,WITHDRAWAL,7785.0,7785.0,1
2774,465,WITHDRAWAL,11126.0,11126.0,1
2776,43,WITHDRAWAL,14.6,14.6,1
2787,345,WITHDRAWAL,6500.0,6514.6,2
2791,404,WITHDRAWAL,14.6,14.6,1
2810,227,WITHDRAWAL,14.6,14.6,1
2813,158,WITHDRAWAL,3420.0,3420.0,1
2824,393,WITHDRAWAL,5920.0,6222.0,2
2833,462,WITHDRAWAL,14.6,14.6,1
2849,72,WITHDRAWAL,16100.0,16100.0,1
2868,213,WITHDRAWAL,14.6,2514.6,2
2881,377,WITHDRAWAL,14.6,14.6,1
2892,372,WITHDRAWAL,2148.0,2148.0,1
2893,270,WITHDRAWAL,14.6,14.6,1
2894,219,WITHDRAWAL,14.6,814.6,2
2905,99,WITHDRAWAL,4682.0,9185.0,2
2917,102,WITHDRAWAL,14.6,14.6,1
2926,227,WITHDRAWAL,9381.0,9381.0,1
2927,400,WITHDRAWAL,6948.0,6948.0,1
2937,472,WITHDRAWAL,14.6,14.6,1
2939,404,WITHDRAWAL,1563.0,12663.0,2
2945,478,WITHDRAWAL,14.6,14.6,1
2946,270,WITHDRAWAL,19000.0,19000.0,1
2947,227,WITHDRAWAL,31900.0,31900.0,1
2956,415,WITHDRAWAL,1560.0,1574.6,2
2964,462,WITHDRAWAL,6800.0,6800.0,1
2989,517,WITHDRAWAL,2760.0,2774.6,2
2997,33,WITHDRAWAL,1300.0,1300.0,1
3000,15,WITHDRAWAL,4920.0,4920.0,1
3001,472,WITHDRAWAL,38200.0,38200.0,1
3006,524,WITHDRAWAL,14.6,5914.6,3
3008,415,WITHDRAWAL,8740.0,8740.0,1
3014,153,WITHDRAWAL,4000.0,4014.6,2
3016,415,WITHDRAWAL,14.6,14.6,1
3021,141,WITHDRAWAL,1791.0,8507.0,2
3025,110,WITHDRAWAL,4516.0,4614.0,2
3032,22,WITHDRAWAL,6352.0,6352.0,1
3033,22,WITHDRAWAL,14.6,14.6,1
3039,167,WITHDRAWAL,30.0,30.0,1
3040,347,WITHDRAWAL,8700.0,8700.0,1
3042,372,WITHDRAWAL,7785.0,7785.0,1
3046,501,WITHDRAWAL,23900.0,28282.7,2
3055,291,WITHDRAWAL,26900.0,26900.0,1
3062,347,WITHDRAWAL,13200.0,13200.0,1
3063,374,WITHDRAWAL,3600.0,9600.0,2
3072,465,WITHDRAWAL,14.6,14.6,1
3073,126,WITHDRAWAL,2500.0,2500.0,1
3092,397,WITHDRAWAL,14.6,14.6,1
3098,23,WITHDRAWAL,4920.0,10727.0,2
3099,23,WITHDRAWAL,3360.0,3360.0,1
3106,153,WITHDRAWAL,1400.0,18244.0,3
3117,23,WITHDRAWAL,4480.0,16167.0,3
3123,400,WITHDRAWAL,20300.0,20300.0,1
3128,33,WITHDRAWAL,2100.0,2100.0,1
3129,376,WITHDRAWAL,7097.0,25817.0,2
3139,180,WITHDRAWAL,30.0,30.0,1
3140,43,WITHDRAWAL,14.6,14.6,1
3141,404,WITHDRAWAL,4200.0,4200.0,1
3143,180,WITHDRAWAL,30.0,30.0,1
3166,102,WITHDRAWAL,3373.0,3373.0,1
3171,26,WITHDRAWAL,10387.0,10387.0,1
3175,517,WITHDRAWAL,1200.0,1200.0,1
3184,376,WITHDRAWAL,2520.0,3960.0,2
3186,180,WITHDRAWAL,30.0,10630.0,2
3190,314,WITHDRAWAL,100.0,100.0,1
3191,43,WITHDRAWAL,11500.0,11500.0,1
3193,523,WITHDRAWAL,4600.0,8500.0,3
3200,400,WITHDRAWAL,2000.0,8948.0,2
3207,372,WITHDRAWAL,2400.0,2400.0,1
3212,57,WITHDRAWAL,8600.0,12214.6,3
3214,493,WITHDRAWAL,2600.0,4500.0,2
3236,489,WITHDRAWAL,5608.0,14008.0,3
3239,493,WITHDRAWAL,14500.0,14500.0,1
3249,197,WITHDRAWAL,13600.0,13600.0,1
3251,277,WITHDRAWAL,2500.0,2500.0,1
3252,517,WITHDRAWAL,13400.0,14494.6,3
3257,43,WITHDRAWAL,6589.0,6589.0,1
3276,462,WITHDRAWAL,8325.0,8325.0,1
3284,219,WITHDRAWAL,14.6,14.6,1
3291,141,WITHDRAWAL,1791.0,8507.0,2
3294,167,WITHDRAWAL,4700.0,4700.0,1
3311,167,WITHDRAWAL,52300.0,96400.0,2
3317,452,WITHDRAWAL,15900.0,15900.0,1
3353,404,WITHDRAWAL,1563.0,1563.0,1
3370,397,WITHDRAWAL,3000.0,3000.0,1
3373,102,WITHDRAWAL,14.6,14.6,1
3386,404,WITHDRAWAL,1563.0,1563.0,1
3396,345,WITHDRAWAL,8819.0,8819.0,1
3401,376,WITHDRAWAL,10800.0,10800.0,1
3402,197,WITHDRAWAL,9454.0,9454.0,1
3403,23,WITHDRAWAL,10500.0,10500.0,1
3408,15,WITHDRAWAL,1440.0,4814.6,3
3416,23,WITHDRAWAL,14.6,2654.6,2
3418,400,WITHDRAWAL,6948.0,6948.0,1
3435,72,WITHDRAWAL,28900.0,31186.0,2
3437,445,WITHDRAWAL,5600.0,5630.0,2
3443,445,WITHDRAWAL,7567.0,7567.0,1
3454,102,WITHDRAWAL,2600.0,2600.0,1
3465,22,WITHDRAWAL,14.6,14.6,1
3468,218,WITHDRAWAL,51600.0,51614.6,2
3470,427,WITHDRAWAL,2520.0,12886.0,3
3471,22,WITHDRAWAL,4000.0,4000.0,1
3473,219,WITHDRAWAL,2988.0,2988.0,1
3475,15,WITHDRAWAL,14.6,14.6,1
3479,462,WITHDRAWAL,14.6,14.6,1
3489,489,WITHDRAWAL,2800.0,2800.0,1
3494,201,WITHDRAWAL,4200.0,4200.0,1
3507,465,WITHDRAWAL,11126.0,17126.0,2
3508,472,WITHDRAWAL,17500.0,37014.6,5
3509,201,WITHDRAWAL,9584.0,9584.0,1
3518,478,WITHDRAWAL,8137.0,8137.0,1
3520,245,WITHDRAWAL,14.6,14.6,1
3543,141,WITHDRAWAL,1791.0,8507.0,2
3545,33,WITHDRAWAL,2900.0,2900.0,1
3546,517,WITHDRAWAL,14.6,14.6,1
3557,415,WITHDRAWAL,14.6,14.6,1
3566,478,WITHDRAWAL,8137.0,27137.0,2
3567,462,WITHDRAWAL,14.6,6994.6,3
3577,23,WITHDRAWAL,16900.0,27027.0,3
3578,525,WITHDRAWAL,10500.0,10500.0,1
3583,219,WITHDRAWAL,8100.0,8114.6,2
3597,524,WITHDRAWAL,14.6,14.6,1
3601,8,WITHDRAWAL,6712.0,6712.0,1
3610,197,WITHDRAWAL,2080.0,2080.0,1
3611,404,WITHDRAWAL,14.6,9014.6,3
3625,345,WITHDRAWAL,8819.0,8819.0,1
3628,213,WITHDRAWAL,2100.0,6400.0,2
3633,397,WITHDRAWAL,21800.0,21800.0,1
3637,158,WITHDRAWAL,5400.0,5400.0,1
3640,219,WITHDRAWAL,8200.0,13014.6,3
3653,110,WITHDRAWAL,21700.0,24078.0,4
3661,347,WITHDRAWAL,7000.0,7014.6,2
3664,43,WITHDRAWAL,600.0,600.0,1
3682,501,WITHDRAWAL,5400.0,5400.0,1
3683,493,WITHDRAWAL,2200.0,6700.0,3
