,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d
373,50,WITHDRAWAL,269.0,269.0,1
380,183,WITHDRAWAL,8480.0,8480.0,1
382,287,WITHDRAWAL,5100.0,7444.0,3
387,154,WITHDRAWAL,3891.0,3891.0,1
389,163,WITHDRAWAL,3116.0,3116.0,1
391,216,WITHDRAWAL,1513.0,2999.0,2
425,401,WITHDRAWAL,1769.0,3929.0,2
446,163,WITHDRAWAL,3116.0,3116.0,1
449,183,WITHDRAWAL,14.6,14.6,1
450,354,WITHDRAWAL,14.6,14.6,1
460,287,WITHDRAWAL,1572.0,1572.0,1
464,287,WITHDRAWAL,14.6,14.6,1
466,287,WITHDRAWAL,1572.0,3972.0,2
471,165,WITHDRAWAL,2240.0,2240.0,1
479,207,WITHDRAWAL,3120.0,6370.0,4
481,225,WITHDRAWAL,2.0,3385.0,2
482,300,WITHDRAWAL,1628.0,1628.0,1
485,287,WITHDRAWAL,1572.0,1572.0,1
490,207,WITHDRAWAL,2726.0,3129.0,2
491,259,WITHDRAWAL,297.0,297.0,1
492,273,WITHDRAWAL,6300.0,16201.0,4
498,39,WITHDRAWAL,800.0,800.0,1
506,381,WITHDRAWAL,14.6,7614.6,2
507,39,WITHDRAWAL,2970.0,2970.0,1
530,381,WITHDRAWAL,14.6,14.6,1
542,340,WITHDRAWAL,917.0,917.0,1
543,473,WITHDRAWAL,7400.0,7400.0,1
564,183,WITHDRAWAL,752.0,752.0,1
568,259,WITHDRAWAL,1680.0,5737.0,4
577,35,WITHDRAWAL,1022.0,2384.0,2
580,381,WITHDRAWAL,2100.0,2100.0,1
584,389,WITHDRAWAL,3280.0,4164.0,2
585,389,WITHDRAWAL,1200.0,1200.0,1
593,401,WITHDRAWAL,14.6,14.6,1
597,50,WITHDRAWAL,14.6,14.6,1
603,35,WITHDRAWAL,6300.0,8684.0,3
606,207,WITHDRAWAL,403.0,403.0,1
609,273,WITHDRAWAL,1700.0,1700.0,1
611,208,WITHDRAWAL,14.6,14.6,1
614,389,WITHDRAWAL,14.6,14.6,1
638,381,WITHDRAWAL,6500.0,6500.0,1
657,467,WITHDRAWAL,2800.0,2800.0,1
658,408,WITHDRAWAL,4000.0,4000.0,1
662,300,WITHDRAWAL,14.6,14.6,1
663,208,WITHDRAWAL,14.6,14.6,1
671,461,WITHDRAWAL,14.6,14.6,1
677,86,WITHDRAWAL,1160.0,2162.0,2
679,401,WITHDRAWAL,4600.0,6369.0,2
680,230,WITHDRAWAL,5615.0,8200.0,3
690,39,WITHDRAWAL,145.0,145.0,1
711,163,WITHDRAWAL,2160.0,2160.0,1
730,165,WITHDRAWAL,2320.0,5760.0,3
731,408,WITHDRAWAL,1400.0,3414.6,3
733,50,WITHDRAWAL,7000.0,7000.0,1
735,370,WITHDRAWAL,672.0,887.0,2
743,506,WITHDRAWAL,107.0,107.0,1
745,154,WITHDRAWAL,1300.0,5191.0,2
746,151,WITHDRAWAL,7100.0,10179.0,3
751,97,WITHDRAWAL,3.0,3.0,1
768,216,WITHDRAWAL,14.6,14.6,1
810,279,WITHDRAWAL,14.6,644.6,2
835,160,WITHDRAWAL,2374.0,2374.0,1
846,496,WITHDRAWAL,1680.0,1680.0,1
849,279,WITHDRAWAL,14.6,14.6,1
856,235,WITHDRAWAL,1321.0,1321.0,1
861,408,WITHDRAWAL,5040.0,5040.0,1
869,35,WITHDRAWAL,1840.0,1854.6,2
871,408,WITHDRAWAL,14.6,14.6,1
876,104,WITHDRAWAL,14.6,14.6,1
880,381,WITHDRAWAL,14.6,14.6,1
884,259,WITHDRAWAL,297.0,3497.0,2
897,496,WITHDRAWAL,2880.0,2880.0,1
898,160,WITHDRAWAL,2880.0,2880.0,1
938,287,WITHDRAWAL,772.0,2344.0,2
941,408,WITHDRAWAL,5042.0,5042.0,1
942,163,WITHDRAWAL,612.0,3728.0,2
946,207,WITHDRAWAL,10.0,10.0,1
958,165,WITHDRAWAL,5600.0,5600.0,1
994,467,WITHDRAWAL,14.6,14.6,1
995,467,WITHDRAWAL,1200.0,3800.0,2
1003,104,WITHDRAWAL,690.0,1230.0,2
1005,216,WITHDRAWAL,4800.0,6286.0,2
1009,340,WITHDRAWAL,14.6,14.6,1
1013,389,WITHDRAWAL,3280.0,4164.0,2
1024,207,WITHDRAWAL,403.0,403.0,1
1041,300,WITHDRAWAL,640.0,6770.0,4
1048,300,WITHDRAWAL,1628.0,1628.0,1
1050,401,WITHDRAWAL,1769.0,10249.0,3
1055,183,WITHDRAWAL,752.0,752.0,1
1065,154,WITHDRAWAL,3891.0,3891.0,1
1066,151,WITHDRAWAL,2668.0,3079.0,2
1085,259,WITHDRAWAL,2857.0,4617.0,2
1086,354,WITHDRAWAL,1300.0,1300.0,1
1110,160,WITHDRAWAL,1320.0,1320.0,1
1113,389,WITHDRAWAL,1200.0,1200.0,1
1125,273,WITHDRAWAL,4700.0,4700.0,1
1127,163,WITHDRAWAL,612.0,3728.0,2
1129,461,WITHDRAWAL,1530.0,8530.0,2
1131,340,WITHDRAWAL,3680.0,3680.0,1
1135,473,WITHDRAWAL,75.0,75.0,1
1154,104,WITHDRAWAL,1464.0,1464.0,1
1157,235,WITHDRAWAL,390.0,390.0,1
1170,39,WITHDRAWAL,145.0,1745.0,2
1173,370,WITHDRAWAL,14.6,14.6,1
1179,379,WITHDRAWAL,177.0,2889.0,3
1181,287,WITHDRAWAL,400.0,2744.0,3
1184,225,WITHDRAWAL,2.0,3385.0,2
1192,300,WITHDRAWAL,14.6,14.6,1
1196,279,WITHDRAWAL,624.0,2004.0,2
1251,279,WITHDRAWAL,624.0,2004.0,2
1256,39,WITHDRAWAL,2970.0,4170.0,2
1262,370,WITHDRAWAL,1320.0,1320.0,1
1269,230,WITHDRAWAL,14.6,14.6,1
1277,27,WITHDRAWAL,4054.0,4054.0,1
1280,154,WITHDRAWAL,3891.0,3891.0,1
1284,235,WITHDRAWAL,780.0,1890.0,3
1287,165,WITHDRAWAL,1788.0,1788.0,1
1289,230,WITHDRAWAL,14.6,14.6,1
1294,279,WITHDRAWAL,14.6,794.6,2
1310,104,WITHDRAWAL,14.6,14.6,1
1313,39,WITHDRAWAL,14.6,3714.6,2
1324,381,WITHDRAWAL,1920.0,2640.0,2
1325,273,WITHDRAWAL,100.0,100.0,1
1332,86,WITHDRAWAL,1160.0,2162.0,2
1335,151,WITHDRAWAL,14.6,2894.6,2
1341,27,WITHDRAWAL,4054.0,9354.0,2
1343,259,WITHDRAWAL,2857.0,2857.0,1
1344,165,WITHDRAWAL,1788.0,2588.0,2
1355,259,WITHDRAWAL,640.0,3534.6,4
1356,408,WITHDRAWAL,5800.0,5800.0,1
1359,207,WITHDRAWAL,2726.0,3129.0,2
1361,83,WITHDRAWAL,3940.0,3940.0,1
1365,408,WITHDRAWAL,14.6,14.6,1
1366,401,WITHDRAWAL,1769.0,1769.0,1
1367,151,WITHDRAWAL,14.6,14.6,1
1370,183,WITHDRAWAL,14.6,5054.6,2
1371,370,WITHDRAWAL,215.0,215.0,1
1389,83,WITHDRAWAL,14.6,14.6,1
1397,207,WITHDRAWAL,14.6,14.6,1
1399,86,WITHDRAWAL,1002.0,1002.0,1
1415,401,WITHDRAWAL,14.6,14.6,1
1416,230,WITHDRAWAL,1058.0,2585.0,2
1432,104,WITHDRAWAL,14.6,14.6,1
1434,97,WITHDRAWAL,3.0,3.0,1
1439,467,WITHDRAWAL,1300.0,6400.0,2
1444,401,WITHDRAWAL,8300.0,8300.0,1
1451,287,WITHDRAWAL,2240.0,2240.0,1
1453,104,WITHDRAWAL,1464.0,1464.0,1
1463,163,WITHDRAWAL,3350.0,3350.0,1
1471,340,WITHDRAWAL,901.0,5098.0,3
1479,39,WITHDRAWAL,14.6,14.6,1
1480,208,WITHDRAWAL,1800.0,2786.0,2
1491,354,WITHDRAWAL,2600.0,2600.0,1
1492,235,WITHDRAWAL,14.6,14.6,1
1493,496,WITHDRAWAL,4160.0,9660.0,2
1501,401,WITHDRAWAL,5100.0,5114.6,2
1504,216,WITHDRAWAL,1920.0,1920.0,1
1505,259,WITHDRAWAL,14.6,6214.6,2
1529,235,WITHDRAWAL,240.0,1561.0,2
1534,235,WITHDRAWAL,895.0,4116.0,3
1541,183,WITHDRAWAL,752.0,752.0,1
1544,259,WITHDRAWAL,2857.0,9077.0,4
1545,401,WITHDRAWAL,3600.0,3600.0,1
1562,381,WITHDRAWAL,3000.0,3014.6,2
1564,381,WITHDRAWAL,14.6,14.6,1
1579,467,WITHDRAWAL,3300.0,3300.0,1
1585,370,WITHDRAWAL,1470.0,2357.0,3
1593,83,WITHDRAWAL,14.6,14.6,1
1594,408,WITHDRAWAL,5800.0,5800.0,1
1610,154,WITHDRAWAL,14.6,5714.6,2
1622,389,WITHDRAWAL,884.0,884.0,1
1624,467,WITHDRAWAL,2895.0,6832.0,2
1632,83,WITHDRAWAL,14.6,14.6,1
1639,401,WITHDRAWAL,14.6,14.6,1
1641,208,WITHDRAWAL,12600.0,13600.0,2
1646,279,WITHDRAWAL,624.0,2004.0,2
1649,340,WITHDRAWAL,917.0,917.0,1
1654,496,WITHDRAWAL,1600.0,1600.0,1
1655,300,WITHDRAWAL,1600.0,1600.0,1
1670,370,WITHDRAWAL,810.0,1998.0,2
1683,300,WITHDRAWAL,14.6,3114.6,2
1685,496,WITHDRAWAL,14.6,14.6,1
1690,86,WITHDRAWAL,1160.0,2162.0,2
1711,39,WITHDRAWAL,1040.0,4620.0,3
1712,370,WITHDRAWAL,1188.0,3330.0,3
1714,154,WITHDRAWAL,3891.0,3891.0,1
1726,104,WITHDRAWAL,1464.0,1464.0,1
1727,27,WITHDRAWAL,3100.0,3100.0,1
1741,300,WITHDRAWAL,8050.0,8050.0,1
1747,259,WITHDRAWAL,14.6,14.6,1
1750,154,WITHDRAWAL,7000.0,7000.0,1
1768,207,WITHDRAWAL,14.6,1714.6,2
1771,408,WITHDRAWAL,5042.0,5042.0,1
1772,496,WITHDRAWAL,3602.0,3602.0,1
1781,401,WITHDRAWAL,14.6,14.6,1
1807,461,WITHDRAWAL,1920.0,1920.0,1
1808,467,WITHDRAWAL,2895.0,6832.0,2
1814,473,WITHDRAWAL,2100.0,5414.6,3
1818,208,WITHDRAWAL,1600.0,1600.0,1
1828,207,WITHDRAWAL,10.0,3410.0,2
1832,151,WITHDRAWAL,2040.0,3840.0,2
1837,225,WITHDRAWAL,4400.0,4400.0,1
1858,225,WITHDRAWAL,4700.0,4700.0,1
1892,160,WITHDRAWAL,14.6,14.6,1
1895,379,WITHDRAWAL,1561.0,2050.0,3
1900,39,WITHDRAWAL,640.0,640.0,1
1904,381,WITHDRAWAL,2160.0,10440.0,5
1909,27,WITHDRAWAL,4054.0,11054.0,3
1932,27,WITHDRAWAL,1200.0,5254.0,2
1942,104,WITHDRAWAL,600.0,600.0,1
1948,160,WITHDRAWAL,14.6,14.6,1
1950,340,WITHDRAWAL,2640.0,2654.6,2
1967,86,WITHDRAWAL,510.0,2520.0,3
1977,35,WITHDRAWAL,2080.0,2094.6,2
2002,379,WITHDRAWAL,312.0,1112.0,2
2009,97,WITHDRAWAL,3.0,3.0,1
2012,287,WITHDRAWAL,772.0,2344.0,2
2015,467,WITHDRAWAL,9700.0,9700.0,1
2020,154,WITHDRAWAL,1100.0,17614.6,4
2024,97,WITHDRAWAL,15.0,18.0,2
2027,35,WITHDRAWAL,3600.0,9100.0,2
2034,39,WITHDRAWAL,145.0,145.0,1
2040,235,WITHDRAWAL,895.0,2216.0,2
2051,50,WITHDRAWAL,7024.0,7293.0,2
2053,401,WITHDRAWAL,1769.0,8969.0,2
2055,163,WITHDRAWAL,3520.0,3520.0,1
2059,401,WITHDRAWAL,3600.0,3600.0,1
2061,35,WITHDRAWAL,1022.0,2384.0,2
2067,97,WITHDRAWAL,2411.0,12420.0,3
2069,208,WITHDRAWAL,5300.0,5300.0,1
2086,287,WITHDRAWAL,2480.0,3252.0,2
2092,35,WITHDRAWAL,1362.0,1362.0,1
2113,496,WITHDRAWAL,14.6,14.6,1
2120,235,WITHDRAWAL,150.0,1471.0,2
2121,259,WITHDRAWAL,297.0,297.0,1
2123,496,WITHDRAWAL,3480.0,3494.6,2
2126,496,WITHDRAWAL,14.6,14.6,1
2131,273,WITHDRAWAL,100.0,100.0,1
2133,506,WITHDRAWAL,4900.0,9020.0,5
2143,279,WITHDRAWAL,1410.0,1410.0,1
2144,154,WITHDRAWAL,3891.0,8591.0,2
2153,208,WITHDRAWAL,14.6,14.6,1
2159,35,WITHDRAWAL,1022.0,2384.0,2
2162,104,WITHDRAWAL,578.0,2042.0,2
2166,496,WITHDRAWAL,2280.0,2280.0,1
2173,39,WITHDRAWAL,4150.0,4150.0,1
2175,461,WITHDRAWAL,14.6,4334.6,4
2199,401,WITHDRAWAL,14.6,14.6,1
2202,467,WITHDRAWAL,14.6,14.6,1
2209,154,WITHDRAWAL,3891.0,8391.0,2
2211,97,WITHDRAWAL,1436.0,1451.0,2
2213,235,WITHDRAWAL,1321.0,1711.0,2
2217,104,WITHDRAWAL,14.6,14.6,1
2223,216,WITHDRAWAL,14.6,14.6,1
2225,300,WITHDRAWAL,1280.0,1294.6,2
2231,207,WITHDRAWAL,403.0,403.0,1
2237,287,WITHDRAWAL,1200.0,1200.0,1
2251,39,WITHDRAWAL,2970.0,5770.0,2
2253,86,WITHDRAWAL,1002.0,1002.0,1
2258,381,WITHDRAWAL,8500.0,8514.6,2
2272,225,WITHDRAWAL,14.6,14.6,1
2277,273,WITHDRAWAL,1836.0,1836.0,1
2288,104,WITHDRAWAL,1464.0,1464.0,1
2293,207,WITHDRAWAL,2040.0,6250.0,5
2303,473,WITHDRAWAL,800.0,800.0,1
2312,467,WITHDRAWAL,2895.0,6832.0,2
2315,496,WITHDRAWAL,4160.0,4160.0,1
2316,183,WITHDRAWAL,8200.0,8200.0,1
2327,39,WITHDRAWAL,145.0,2465.0,3
2333,273,WITHDRAWAL,1836.0,1836.0,1
2337,461,WITHDRAWAL,1530.0,1530.0,1
2345,39,WITHDRAWAL,2970.0,2970.0,1
2358,273,WITHDRAWAL,100.0,100.0,1
2360,300,WITHDRAWAL,6400.0,6400.0,1
2368,300,WITHDRAWAL,640.0,1280.0,2
2376,50,WITHDRAWAL,9100.0,9100.0,1
2391,300,WITHDRAWAL,1628.0,1628.0,1
2392,97,WITHDRAWAL,15.0,18.0,2
2398,207,WITHDRAWAL,1560.0,1560.0,1
2406,273,WITHDRAWAL,5965.0,7801.0,2
2412,208,WITHDRAWAL,1767.0,6901.0,3
2421,160,WITHDRAWAL,2374.0,2374.0,1
2426,160,WITHDRAWAL,2374.0,2374.0,1
2431,160,WITHDRAWAL,2374.0,2374.0,1
2437,381,WITHDRAWAL,14.6,14.6,1
2439,27,WITHDRAWAL,4054.0,4054.0,1
2460,104,WITHDRAWAL,578.0,2042.0,2
2479,207,WITHDRAWAL,14.6,14.6,1
2483,287,WITHDRAWAL,1572.0,1572.0,1
2484,165,WITHDRAWAL,1788.0,1788.0,1
2486,340,WITHDRAWAL,960.0,960.0,1
2496,39,WITHDRAWAL,1200.0,1200.0,1
2497,27,WITHDRAWAL,3800.0,7854.0,2
2499,389,WITHDRAWAL,5520.0,5520.0,1
2501,230,WITHDRAWAL,10400.0,18600.0,4
2506,163,WITHDRAWAL,14.6,14.6,1
2508,50,WITHDRAWAL,14.6,14.6,1
2523,160,WITHDRAWAL,840.0,840.0,1
2526,154,WITHDRAWAL,14.6,14.6,1
2529,225,WITHDRAWAL,2.0,3385.0,2
2547,354,WITHDRAWAL,4500.0,4500.0,1
2549,235,WITHDRAWAL,14.6,14.6,1
2562,506,WITHDRAWAL,10300.0,10314.6,2
2568,461,WITHDRAWAL,1530.0,1530.0,1
2570,370,WITHDRAWAL,14.6,1334.6,2
2606,165,WITHDRAWAL,1520.0,1520.0,1
2613,467,WITHDRAWAL,3937.0,3937.0,1
2630,183,WITHDRAWAL,13500.0,13500.0,1
2644,287,WITHDRAWAL,500.0,1874.6,3
2663,273,WITHDRAWAL,100.0,100.0,1
2677,287,WITHDRAWAL,5600.0,7172.0,2
2683,401,WITHDRAWAL,1769.0,1769.0,1
2687,165,WITHDRAWAL,4400.0,6188.0,2
2691,401,WITHDRAWAL,3000.0,5400.0,2
2694,86,WITHDRAWAL,1002.0,1002.0,1
2703,151,WITHDRAWAL,2880.0,3680.0,2
2706,473,WITHDRAWAL,2640.0,6952.0,3
2724,39,WITHDRAWAL,145.0,145.0,1
2730,83,WITHDRAWAL,14.6,14.6,1
2731,370,WITHDRAWAL,14.6,14.6,1
2748,183,WITHDRAWAL,5202.0,5954.0,2
2754,86,WITHDRAWAL,750.0,1350.0,2
2780,340,WITHDRAWAL,200.0,200.0,1
2782,35,WITHDRAWAL,14.6,114.6,2
2784,408,WITHDRAWAL,1300.0,1300.0,1
2786,163,WITHDRAWAL,612.0,4688.0,3
2796,207,WITHDRAWAL,14.6,14.6,1
2798,300,WITHDRAWAL,14.6,14.6,1
2799,160,WITHDRAWAL,3600.0,3600.0,1
2809,216,WITHDRAWAL,1120.0,1120.0,1
2815,370,WITHDRAWAL,1188.0,3090.0,3
2825,379,WITHDRAWAL,14.6,1634.6,3
2837,473,WITHDRAWAL,2640.0,6952.0,3
2841,104,WITHDRAWAL,1464.0,1464.0,1
2847,389,WITHDRAWAL,884.0,4284.0,2
2856,461,WITHDRAWAL,1530.0,3210.0,2
2859,370,WITHDRAWAL,1188.0,1860.0,2
2862,259,WITHDRAWAL,1120.0,1134.6,2
2863,154,WITHDRAWAL,8500.0,12391.0,2
2882,154,WITHDRAWAL,14.6,10814.6,2
2886,370,WITHDRAWAL,14.6,14.6,1
2890,259,WITHDRAWAL,1360.0,1657.0,2
2919,273,WITHDRAWAL,6900.0,6900.0,1
2928,279,WITHDRAWAL,1380.0,2490.0,3
2930,165,WITHDRAWAL,400.0,400.0,1
2948,279,WITHDRAWAL,1380.0,1380.0,1
2967,287,WITHDRAWAL,1572.0,1572.0,1
2982,279,WITHDRAWAL,1380.0,1380.0,1
2985,496,WITHDRAWAL,3602.0,3602.0,1
2994,216,WITHDRAWAL,1680.0,1680.0,1
3003,35,WITHDRAWAL,1362.0,1362.0,1
3005,207,WITHDRAWAL,403.0,403.0,1
3017,461,WITHDRAWAL,3120.0,3120.0,1
3018,235,WITHDRAWAL,14.6,14.6,1
3020,366,WITHDRAWAL,836.0,2750.0,2
3024,154,WITHDRAWAL,2400.0,6291.0,2
3027,104,WITHDRAWAL,578.0,2042.0,2
3028,287,WITHDRAWAL,1572.0,1572.0,1
3041,235,WITHDRAWAL,14.6,14.6,1
3047,165,WITHDRAWAL,1000.0,1000.0,1
3048,461,WITHDRAWAL,1920.0,2640.0,2
3051,183,WITHDRAWAL,10800.0,14640.0,2
3054,83,WITHDRAWAL,3480.0,5080.0,2
3066,35,WITHDRAWAL,1362.0,1362.0,1
3082,50,WITHDRAWAL,7024.0,7293.0,2
3085,370,WITHDRAWAL,215.0,215.0,1
3095,300,WITHDRAWAL,1628.0,1628.0,1
3101,97,WITHDRAWAL,2411.0,3847.0,2
3103,370,WITHDRAWAL,672.0,887.0,2
3112,83,WITHDRAWAL,14.6,14.6,1
3114,506,WITHDRAWAL,2400.0,6413.0,4
3119,183,WITHDRAWAL,14.6,14.6,1
3125,225,WITHDRAWAL,2.0,3385.0,2
3142,379,WITHDRAWAL,14.6,14.6,1
3146,408,WITHDRAWAL,1800.0,7100.0,3
3149,165,WITHDRAWAL,14.6,14.6,1
3151,39,WITHDRAWAL,2400.0,2400.0,1
3155,83,WITHDRAWAL,4700.0,4700.0,1
3187,506,WITHDRAWAL,107.0,107.0,1
3195,154,WITHDRAWAL,3891.0,3891.0,1
3196,287,WITHDRAWAL,1572.0,1572.0,1
3203,300,WITHDRAWAL,1100.0,1100.0,1
3205,35,WITHDRAWAL,14.6,14.6,1
3206,408,WITHDRAWAL,14.6,14.6,1
3208,273,WITHDRAWAL,5965.0,7801.0,2
3215,408,WITHDRAWAL,3100.0,3100.0,1
3224,467,WITHDRAWAL,1100.0,7932.0,3
3225,259,WITHDRAWAL,14.6,14.6,1
3232,366,WITHDRAWAL,1914.0,1914.0,1
3264,300,WITHDRAWAL,1628.0,1628.0,1
3266,86,WITHDRAWAL,1002.0,1002.0,1
3280,39,WITHDRAWAL,2970.0,5470.0,2
3282,165,WITHDRAWAL,1788.0,1788.0,1
3307,151,WITHDRAWAL,411.0,411.0,1
3312,473,WITHDRAWAL,333.0,7285.0,4
3333,35,WITHDRAWAL,1120.0,2560.0,3
3334,183,WITHDRAWAL,5202.0,5954.0,2
3335,83,WITHDRAWAL,2210.0,6150.0,2
3339,225,WITHDRAWAL,900.0,4285.0,3
3347,366,WITHDRAWAL,14.6,14.6,1
3356,35,WITHDRAWAL,14.6,14.6,1
3358,467,WITHDRAWAL,14.6,3014.6,2
3368,50,WITHDRAWAL,269.0,269.0,1
3384,160,WITHDRAWAL,5552.0,5552.0,1
3393,154,WITHDRAWAL,3891.0,3891.0,1
3405,104,WITHDRAWAL,578.0,2042.0,2
3426,39,WITHDRAWAL,2970.0,2970.0,1
3434,401,WITHDRAWAL,3600.0,3600.0,1
3444,163,WITHDRAWAL,6850.0,6850.0,1
3445,39,WITHDRAWAL,2970.0,2970.0,1
3459,389,WITHDRAWAL,884.0,884.0,1
3461,230,WITHDRAWAL,1058.0,2585.0,2
3472,230,WITHDRAWAL,1058.0,2585.0,2
3486,496,WITHDRAWAL,1500.0,1500.0,1
3493,208,WITHDRAWAL,1767.0,6901.0,3
3495,183,WITHDRAWAL,5202.0,5954.0,2
3504,467,WITHDRAWAL,14.6,814.6,2
3510,287,WITHDRAWAL,100.0,100.0,1
3521,366,WITHDRAWAL,2442.0,8380.0,4
3528,379,WITHDRAWAL,300.0,300.0,1
3544,354,WITHDRAWAL,2800.0,2800.0,1
3547,39,WITHDRAWAL,1920.0,2800.0,2
3548,97,WITHDRAWAL,5600.0,5600.0,1
3550,461,WITHDRAWAL,1530.0,2930.0,2
3574,165,WITHDRAWAL,14.6,14.6,1
3600,235,WITHDRAWAL,2200.0,3095.0,2
3612,389,WITHDRAWAL,3280.0,4164.0,2
3614,86,WITHDRAWAL,180.0,614.6,3
3627,506,WITHDRAWAL,278.0,385.0,2
3645,230,WITHDRAWAL,840.0,12255.0,3
3654,216,WITHDRAWAL,1486.0,1486.0,1
3655,496,WITHDRAWAL,3602.0,3602.0,1
3656,389,WITHDRAWAL,3280.0,4164.0,2
3657,506,WITHDRAWAL,3011.0,3396.0,3
3663,104,WITHDRAWAL,14.6,14.6,1
3668,279,WITHDRAWAL,624.0,2004.0,2
3672,461,WITHDRAWAL,14.6,14.6,1
3675,506,WITHDRAWAL,1600.0,1600.0,1
3699,216,WITHDRAWAL,1400.0,1400.0,1
3709,86,WITHDRAWAL,480.0,480.0,1
3728,163,WITHDRAWAL,14.6,14.6,1
3734,366,WITHDRAWAL,3188.0,5938.0,3
3735,401,WITHDRAWAL,1769.0,1769.0,1
3779,151,WITHDRAWAL,1300.0,1300.0,1
3803,370,WITHDRAWAL,672.0,887.0,2
3829,151,WITHDRAWAL,14.6,3594.6,3
3841,473,WITHDRAWAL,333.0,7285.0,4
3852,389,WITHDRAWAL,14.6,14.6,1
3854,86,WITHDRAWAL,1160.0,2162.0,2
3864,467,WITHDRAWAL,800.0,800.0,1
3866,473,WITHDRAWAL,333.0,7285.0,4
3867,340,WITHDRAWAL,917.0,917.0,1
3869,389,WITHDRAWAL,14.6,4094.6,2
3871,154,WITHDRAWAL,3891.0,15791.0,2
3872,104,WITHDRAWAL,578.0,2972.0,4
3875,104,WITHDRAWAL,1464.0,1464.0,1
3877,235,WITHDRAWAL,150.0,1471.0,2
3887,279,WITHDRAWAL,1380.0,1380.0,1
3895,154,WITHDRAWAL,3891.0,7391.0,2
3903,225,WITHDRAWAL,3960.0,3960.0,1
3922,366,WITHDRAWAL,1914.0,1914.0,1
3926,300,WITHDRAWAL,1628.0,1628.0,1
3927,496,WITHDRAWAL,720.0,4214.6,3
3928,279,WITHDRAWAL,624.0,2004.0,2
3930,287,WITHDRAWAL,772.0,2344.0,2
3940,379,WITHDRAWAL,14.6,14.6,1
3949,381,WITHDRAWAL,8300.0,8300.0,1
3952,300,WITHDRAWAL,1628.0,1628.0,1
3954,50,WITHDRAWAL,2200.0,9214.6,3
3956,104,WITHDRAWAL,14.6,14.6,1
3967,235,WITHDRAWAL,14.6,14.6,1
3976,401,WITHDRAWAL,11000.0,11014.6,2
3992,506,WITHDRAWAL,2000.0,5600.0,2
3993,35,WITHDRAWAL,1200.0,2222.0,2
3999,151,WITHDRAWAL,2280.0,2280.0,1
4004,104,WITHDRAWAL,14.6,14.6,1
4010,225,WITHDRAWAL,14.6,14.6,1
4013,300,WITHDRAWAL,14.6,3214.6,2
4017,273,WITHDRAWAL,1836.0,1836.0,1
4021,300,WITHDRAWAL,1000.0,2628.0,2
4038,225,WITHDRAWAL,3383.0,3383.0,1
4067,473,WITHDRAWAL,333.0,7285.0,4
4088,151,WITHDRAWAL,14.6,14.6,1
4116,273,WITHDRAWAL,178.0,178.0,1
4131,461,WITHDRAWAL,1530.0,1530.0,1
4136,473,WITHDRAWAL,333.0,7285.0,4
