,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d
2065,526,WITHDRAWAL,8100.0,13174.0,2
2079,249,WITHDRAWAL,9200.0,9200.0,1
2087,170,WITHDRAWAL,13800.0,13800.0,1
2088,420,WITHDRAWAL,14.6,14.6,1
2090,512,WITHDRAWAL,9449.0,9449.0,1
2097,65,WITHDRAWAL,3315.0,6716.0,2
2098,355,WITHDRAWAL,30.0,30.0,1
2103,191,WITHDRAWAL,14.6,14.6,1
2105,200,WITHDRAWAL,2900.0,7114.6,3
2111,336,WITHDRAWAL,2700.0,21967.0,3
2124,412,WITHDRAWAL,14.6,14.6,1
2125,512,WITHDRAWAL,9449.0,9449.0,1
2137,253,WITHDRAWAL,14.6,17514.6,2
2142,348,WITHDRAWAL,14.6,14.6,1
2146,399,WITHDRAWAL,14.6,14.6,1
2148,405,WITHDRAWAL,22200.0,23697.0,2
2150,37,WITHDRAWAL,7300.0,7300.0,1
2156,418,WITHDRAWAL,9316.0,9316.0,1
2161,95,WITHDRAWAL,14.6,14.6,1
2163,144,WITHDRAWAL,5500.0,5500.0,1
2177,414,WITHDRAWAL,14.6,14.6,1
2183,51,WITHDRAWAL,2057.0,2057.0,1
2188,412,WITHDRAWAL,14.6,14.6,1
2207,169,WITHDRAWAL,8000.0,8000.0,1
2208,120,WITHDRAWAL,3965.0,3965.0,1
2238,133,WITHDRAWAL,23400.0,23400.0,1
2239,125,WITHDRAWAL,5200.0,9700.0,2
2268,420,WITHDRAWAL,2300.0,2300.0,1
2275,184,WITHDRAWAL,17500.0,17500.0,1
2286,330,WITHDRAWAL,14.6,14.6,1
2299,52,WITHDRAWAL,12000.0,12000.0,1
2300,417,WITHDRAWAL,3600.0,3600.0,1
2301,491,WITHDRAWAL,14.6,14.6,1
2306,268,WITHDRAWAL,14.6,14.6,1
2308,131,WITHDRAWAL,4600.0,4600.0,1
2313,418,WITHDRAWAL,24100.0,24100.0,1
2325,384,WITHDRAWAL,40300.0,40300.0,1
2326,248,WITHDRAWAL,14.6,4414.6,2
2331,95,WITHDRAWAL,25200.0,25200.0,1
2339,95,WITHDRAWAL,15840.0,15854.6,2
2343,217,WITHDRAWAL,9500.0,9500.0,1
2349,286,WITHDRAWAL,13500.0,13500.0,1
2352,458,WITHDRAWAL,2100.0,2100.0,1
2363,405,WITHDRAWAL,1497.0,15197.0,2
2380,253,WITHDRAWAL,2880.0,6000.0,3
2387,360,WITHDRAWAL,11840.0,11840.0,1
2400,526,WITHDRAWAL,6600.0,6600.0,1
2413,458,WITHDRAWAL,9586.0,9586.0,1
2416,179,WITHDRAWAL,1066.0,5674.0,2
2425,189,WITHDRAWAL,1320.0,1320.0,1
2435,170,WITHDRAWAL,14400.0,16900.0,2
2444,10,WITHDRAWAL,7100.0,9620.0,2
2448,424,WITHDRAWAL,11600.0,16191.0,2
2458,303,WITHDRAWAL,2520.0,2520.0,1
2465,189,WITHDRAWAL,600.0,614.6,2
2489,458,WITHDRAWAL,14.6,14.6,1
2502,417,WITHDRAWAL,26400.0,26400.0,1
2507,420,WITHDRAWAL,14.6,14.6,1
2517,480,WITHDRAWAL,14.6,14.6,1
2520,65,WITHDRAWAL,686.0,686.0,1
2530,120,WITHDRAWAL,2700.0,11430.0,3
2531,253,WITHDRAWAL,14.6,14.6,1
2540,330,WITHDRAWAL,7680.0,7680.0,1
2543,84,WITHDRAWAL,12452.0,12452.0,1
2558,116,WITHDRAWAL,3840.0,3854.6,2
2566,455,WITHDRAWAL,8300.0,8300.0,1
2575,286,WITHDRAWAL,24600.0,24600.0,1
2589,116,WITHDRAWAL,3840.0,5160.0,2
2592,263,WITHDRAWAL,2400.0,8545.0,2
2599,399,WITHDRAWAL,6009.0,6009.0,1
2604,455,WITHDRAWAL,1800.0,10139.0,2
2605,480,WITHDRAWAL,14.6,14.6,1
2607,179,WITHDRAWAL,7615.0,13289.0,3
2610,512,WITHDRAWAL,9449.0,9449.0,1
2618,329,WITHDRAWAL,14.6,14.6,1
2623,253,WITHDRAWAL,14.6,14.6,1
2625,399,WITHDRAWAL,6009.0,6009.0,1
2646,137,WITHDRAWAL,600.0,4080.0,2
2649,526,WITHDRAWAL,7100.0,7100.0,1
2656,137,WITHDRAWAL,24100.0,24887.0,2
2664,256,WITHDRAWAL,14.6,16314.6,2
2672,304,WITHDRAWAL,14367.0,14367.0,1
2676,169,WITHDRAWAL,3000.0,3014.6,2
2696,500,WITHDRAWAL,9000.0,9000.0,1
2704,417,WITHDRAWAL,7200.0,7200.0,1
2708,418,WITHDRAWAL,1800.0,11116.0,2
2710,355,WITHDRAWAL,4800.0,9812.0,2
2712,424,WITHDRAWAL,5880.0,5880.0,1
2733,210,WITHDRAWAL,10100.0,10114.6,2
2736,132,WITHDRAWAL,17400.0,20100.0,2
2738,420,WITHDRAWAL,14.6,14.6,1
2753,268,WITHDRAWAL,12200.0,12200.0,1
2758,399,WITHDRAWAL,1800.0,1800.0,1
2764,189,WITHDRAWAL,840.0,7240.0,2
2789,278,WITHDRAWAL,11300.0,11314.6,2
2794,255,WITHDRAWAL,5323.0,5323.0,1
2801,75,WITHDRAWAL,8200.0,8200.0,1
2802,278,WITHDRAWAL,3362.0,18662.0,2
2803,263,WITHDRAWAL,6145.0,6145.0,1
2806,455,WITHDRAWAL,4560.0,12899.0,2
2817,312,WITHDRAWAL,7814.0,7814.0,1
2826,429,WITHDRAWAL,14.6,14.6,1
2839,210,WITHDRAWAL,14.6,14.6,1
2854,447,WITHDRAWAL,14.6,14.6,1
2864,500,WITHDRAWAL,14.6,14.6,1
2865,48,WITHDRAWAL,1080.0,1080.0,1
2874,221,WITHDRAWAL,9300.0,9800.0,2
2876,249,WITHDRAWAL,5618.0,5618.0,1
2878,282,WITHDRAWAL,16700.0,23142.0,4
2887,56,WITHDRAWAL,14.6,14.6,1
2888,355,WITHDRAWAL,30.0,30.0,1
2891,84,WITHDRAWAL,12452.0,12452.0,1
2903,360,WITHDRAWAL,6000.0,6000.0,1
2906,56,WITHDRAWAL,14.6,14.6,1
2923,217,WITHDRAWAL,10800.0,10814.6,2
2941,211,WITHDRAWAL,20800.0,20800.0,1
2953,56,WITHDRAWAL,8080.0,8080.0,1
2986,526,WITHDRAWAL,4600.0,4600.0,1
2988,336,WITHDRAWAL,5900.0,5900.0,1
2991,210,WITHDRAWAL,11040.0,30774.0,3
2992,286,WITHDRAWAL,14.6,14.6,1
2996,125,WITHDRAWAL,6700.0,6800.0,2
3004,348,WITHDRAWAL,11100.0,11100.0,1
3011,255,WITHDRAWAL,14.6,14.6,1
3029,65,WITHDRAWAL,19300.0,19900.0,2
3036,159,WITHDRAWAL,15500.0,15500.0,1
3064,137,WITHDRAWAL,14.6,14.6,1
3067,278,WITHDRAWAL,15200.0,15214.6,2
3084,312,WITHDRAWAL,7814.0,7814.0,1
3086,458,WITHDRAWAL,2500.0,8800.0,2
3094,179,WITHDRAWAL,4608.0,4608.0,1
3104,133,WITHDRAWAL,4943.0,33466.0,3
3108,336,WITHDRAWAL,4067.0,4067.0,1
3122,405,WITHDRAWAL,21300.0,22797.0,2
3131,455,WITHDRAWAL,14.6,14.6,1
3135,455,WITHDRAWAL,5200.0,5200.0,1
3145,65,WITHDRAWAL,686.0,686.0,1
3147,532,WITHDRAWAL,64000.0,64000.0,1
3159,32,WITHDRAWAL,14100.0,14100.0,1
3167,256,WITHDRAWAL,14.6,14.6,1
3173,487,WITHDRAWAL,12600.0,12600.0,1
3177,10,WITHDRAWAL,2760.0,13633.0,3
3201,249,WITHDRAWAL,2520.0,4396.0,2
3209,487,WITHDRAWAL,10684.0,10684.0,1
3216,268,WITHDRAWAL,14700.0,17821.0,2
3220,108,WITHDRAWAL,3000.0,5880.0,2
3240,131,WITHDRAWAL,6904.0,6904.0,1
3241,52,WITHDRAWAL,14.6,20414.6,2
3244,169,WITHDRAWAL,4975.0,4975.0,1
3248,420,WITHDRAWAL,14.6,14.6,1
3256,184,WITHDRAWAL,3600.0,3600.0,1
3258,399,WITHDRAWAL,6009.0,6009.0,1
3265,7,WITHDRAWAL,4880.0,4880.0,1
3270,455,WITHDRAWAL,8339.0,8339.0,1
3273,137,WITHDRAWAL,3464.0,3464.0,1
3278,84,WITHDRAWAL,12452.0,12452.0,1
3295,329,WITHDRAWAL,3110.0,20402.0,3
3300,37,WITHDRAWAL,2317.0,2414.0,2
3314,210,WITHDRAWAL,10200.0,10200.0,1
3316,51,WITHDRAWAL,12600.0,12600.0,1
3326,336,WITHDRAWAL,4067.0,4067.0,1
3327,7,WITHDRAWAL,16500.0,16500.0,1
3337,255,WITHDRAWAL,14.6,14.6,1
3341,179,WITHDRAWAL,4608.0,4608.0,1
3362,532,WITHDRAWAL,7200.0,7200.0,1
3369,7,WITHDRAWAL,14.6,14.6,1
3397,424,WITHDRAWAL,20800.0,20800.0,1
3398,170,WITHDRAWAL,1400.0,1400.0,1
3414,455,WITHDRAWAL,14.6,14.6,1
3415,429,WITHDRAWAL,14.6,14.6,1
3424,32,WITHDRAWAL,19900.0,19900.0,1
3430,512,WITHDRAWAL,15600.0,15600.0,1
3431,399,WITHDRAWAL,6000.0,9600.0,2
3433,217,WITHDRAWAL,3700.0,3700.0,1
3441,440,WITHDRAWAL,14.6,14.6,1
3450,487,WITHDRAWAL,8600.0,8600.0,1
3453,480,WITHDRAWAL,4687.0,4687.0,1
3477,37,WITHDRAWAL,97.0,97.0,1
3484,184,WITHDRAWAL,14.6,14.6,1
3485,356,WITHDRAWAL,14.6,13814.6,2
3502,48,WITHDRAWAL,6268.0,6268.0,1
3506,120,WITHDRAWAL,2700.0,2700.0,1
3511,440,WITHDRAWAL,1800.0,1800.0,1
3523,184,WITHDRAWAL,2800.0,15000.0,3
3524,256,WITHDRAWAL,14.6,14.6,1
3525,253,WITHDRAWAL,700.0,1900.0,2
3529,405,WITHDRAWAL,9632.0,49511.0,3
3532,253,WITHDRAWAL,20400.0,20400.0,1
3555,329,WITHDRAWAL,3110.0,14702.0,3
3562,189,WITHDRAWAL,4244.0,9304.0,3
3563,184,WITHDRAWAL,14.6,14.6,1
3580,210,WITHDRAWAL,14.6,14.6,1
3592,137,WITHDRAWAL,3464.0,3464.0,1
3598,256,WITHDRAWAL,17800.0,17814.6,2
3607,210,WITHDRAWAL,14.6,14.6,1
3613,75,WITHDRAWAL,3369.0,15129.0,3
3617,132,WITHDRAWAL,100.0,100.0,1
3629,256,WITHDRAWAL,1000.0,26200.0,3
3631,272,WITHDRAWAL,14.6,14.6,1
3659,189,WITHDRAWAL,14.6,14.6,1
3680,10,WITHDRAWAL,7600.0,7600.0,1
3689,75,WITHDRAWAL,14.6,5774.6,3
3690,120,WITHDRAWAL,10800.0,20265.0,3
3698,10,WITHDRAWAL,7200.0,7200.0,1
3701,257,WITHDRAWAL,17100.0,17100.0,1
3712,189,WITHDRAWAL,4800.0,4800.0,1
3726,256,WITHDRAWAL,2000.0,2000.0,1
3737,37,WITHDRAWAL,3200.0,5300.0,2
3752,84,WITHDRAWAL,4500.0,37652.0,3
3758,108,WITHDRAWAL,3700.0,8503.0,2
3764,355,WITHDRAWAL,2927.0,2927.0,1
3778,103,WITHDRAWAL,5700.0,13070.2,2
3794,120,WITHDRAWAL,3965.0,3965.0,1
3798,420,WITHDRAWAL,1600.0,1614.6,2
3802,414,WITHDRAWAL,9920.0,15420.0,2
3808,131,WITHDRAWAL,2600.0,15400.0,4
3809,285,WITHDRAWAL,14.6,14.6,1
3820,221,WITHDRAWAL,14.6,14.6,1
3824,255,WITHDRAWAL,16800.0,16800.0,1
3826,418,WITHDRAWAL,8800.0,8800.0,1
3832,137,WITHDRAWAL,3464.0,3464.0,1
3851,131,WITHDRAWAL,6904.0,12604.0,2
3855,120,WITHDRAWAL,21100.0,58900.0,2
3856,75,WITHDRAWAL,10800.0,11760.0,2
3857,159,WITHDRAWAL,14.6,14.6,1
3858,56,WITHDRAWAL,8080.0,16380.0,2
3873,399,WITHDRAWAL,6009.0,6009.0,1
3878,210,WITHDRAWAL,7534.0,7534.0,1
3884,455,WITHDRAWAL,14.6,14.6,1
3897,330,WITHDRAWAL,26300.0,33208.0,2
3898,282,WITHDRAWAL,1200.0,3600.0,2
3909,532,WITHDRAWAL,15600.0,15600.0,1
3933,169,WITHDRAWAL,4975.0,4975.0,1
3939,512,WITHDRAWAL,15700.0,15700.0,1
3942,159,WITHDRAWAL,8694.0,25494.0,2
3945,37,WITHDRAWAL,18400.0,60800.0,2
3951,503,WITHDRAWAL,9400.0,9414.6,2
3957,10,WITHDRAWAL,14.6,14.6,1
3970,56,WITHDRAWAL,14.6,14.6,1
3995,191,WITHDRAWAL,3900.0,3900.0,1
4008,278,WITHDRAWAL,13200.0,13200.0,1
4014,348,WITHDRAWAL,16400.0,16414.6,2
4018,37,WITHDRAWAL,97.0,5397.0,3
4026,65,WITHDRAWAL,3401.0,4087.0,2
4031,120,WITHDRAWAL,37800.0,37800.0,1
4036,440,WITHDRAWAL,14.6,14.6,1
4040,242,WITHDRAWAL,3360.0,3360.0,1
4045,337,WITHDRAWAL,6100.0,13600.0,2
4064,84,WITHDRAWAL,100.0,100.0,1
4085,256,WITHDRAWAL,7100.0,9800.0,2
4090,355,WITHDRAWAL,5012.0,5012.0,1
4101,480,WITHDRAWAL,14.6,14.6,1
4111,253,WITHDRAWAL,16400.0,16400.0,1
4125,278,WITHDRAWAL,14.6,15214.6,2
4128,282,WITHDRAWAL,7531.0,25573.0,4
4129,455,WITHDRAWAL,1800.0,11219.0,3
4145,48,WITHDRAWAL,1029.0,7297.0,2
4152,286,WITHDRAWAL,14.6,14.6,1
4160,131,WITHDRAWAL,1600.0,1600.0,1
4173,355,WITHDRAWAL,2927.0,2927.0,1
4176,447,WITHDRAWAL,13200.0,13200.0,1
4184,75,WITHDRAWAL,3369.0,3369.0,1
4188,268,WITHDRAWAL,6900.0,6900.0,1
4189,312,WITHDRAWAL,700.0,714.6,2
4191,337,WITHDRAWAL,35200.0,46300.0,2
4199,303,WITHDRAWAL,14.6,1914.6,2
4207,249,WITHDRAWAL,4300.0,4314.6,2
4220,312,WITHDRAWAL,2700.0,2700.0,1
4224,75,WITHDRAWAL,14.6,1574.6,2
