,account_id,trans_type,amount,total_withdrawals_5d,num_withdrawals_5d
405,59,WITHDRAWAL,6190.0,6885.0,2
408,446,WITHDRAWAL,1920.0,12101.0,3
420,510,WITHDRAWAL,30.0,30.0,1
428,346,WITHDRAWAL,7875.0,19175.0,2
435,411,WITHDRAWAL,14.6,14.6,1
443,327,WITHDRAWAL,3805.0,15457.0,3
448,188,WITHDRAWAL,14.6,14.6,1
453,188,WITHDRAWAL,17000.0,17000.0,1
458,426,WITHDRAWAL,14.6,14.6,1
473,289,WITHDRAWAL,5745.0,8366.0,2
495,25,WITHDRAWAL,164.0,1274.0,2
499,365,WITHDRAWAL,9.0,14.0,2
501,176,WITHDRAWAL,4564.0,4600.0,2
509,535,WITHDRAWAL,14.6,14.6,1
513,395,WITHDRAWAL,3871.0,3871.0,1
553,34,WITHDRAWAL,30.0,30.0,1
570,228,WITHDRAWAL,14.6,14.6,1
575,100,WITHDRAWAL,1320.0,8640.0,4
576,228,WITHDRAWAL,2158.0,35504.0,3
599,510,WITHDRAWAL,30.0,30.0,1
608,327,WITHDRAWAL,3252.0,3252.0,1
619,2,WITHDRAWAL,17600.0,17600.0,1
625,34,WITHDRAWAL,502.0,502.0,1
633,535,WITHDRAWAL,3200.0,22114.6,4
637,497,WITHDRAWAL,1100.0,1114.6,2
639,535,WITHDRAWAL,3700.0,10721.0,2
641,497,WITHDRAWAL,10700.0,10714.6,2
648,280,WITHDRAWAL,5100.0,5100.0,1
653,497,WITHDRAWAL,3405.0,3405.0,1
659,119,WITHDRAWAL,15900.0,15914.6,2
665,437,WITHDRAWAL,4800.0,10680.0,3
676,327,WITHDRAWAL,2400.0,11100.0,4
678,2,WITHDRAWAL,3372.7,3372.7,1
682,59,WITHDRAWAL,4100.0,14705.0,4
683,100,WITHDRAWAL,14.6,14.6,1
689,59,WITHDRAWAL,14.6,14.6,1
704,535,WITHDRAWAL,10400.0,10400.0,1
706,497,WITHDRAWAL,3405.0,3405.0,1
721,322,WITHDRAWAL,14.6,14.6,1
747,446,WITHDRAWAL,6700.0,8500.0,2
750,36,WITHDRAWAL,9000.0,9014.6,2
752,119,WITHDRAWAL,8800.0,8800.0,1
761,29,WITHDRAWAL,829.0,837.0,2
765,361,WITHDRAWAL,1388.0,3329.0,2
783,119,WITHDRAWAL,14.6,14.6,1
784,365,WITHDRAWAL,11528.0,11528.0,1
789,477,WITHDRAWAL,463.0,463.0,1
793,446,WITHDRAWAL,14.6,3614.6,2
804,2,WITHDRAWAL,9900.0,9914.6,2
811,535,WITHDRAWAL,14.6,14.6,1
823,497,WITHDRAWAL,14.6,14.6,1
824,188,WITHDRAWAL,10000.0,10014.6,2
841,119,WITHDRAWAL,8252.0,8252.0,1
845,119,WITHDRAWAL,14.6,14.6,1
847,426,WITHDRAWAL,14.6,21414.6,2
863,344,WITHDRAWAL,4739.0,4739.0,1
879,34,WITHDRAWAL,502.0,502.0,1
885,477,WITHDRAWAL,4900.0,7814.0,3
888,228,WITHDRAWAL,2158.0,4104.0,2
889,446,WITHDRAWAL,2040.0,2040.0,1
892,172,WITHDRAWAL,14.6,14.6,1
893,322,WITHDRAWAL,2880.0,2880.0,1
896,280,WITHDRAWAL,14.6,14.6,1
909,327,WITHDRAWAL,14.6,14.6,1
910,73,WITHDRAWAL,2000.0,21321.0,5
914,494,WITHDRAWAL,14.6,14.6,1
918,365,WITHDRAWAL,14.6,14.6,1
922,2,WITHDRAWAL,3300.0,3300.0,1
932,411,WITHDRAWAL,8499.0,8499.0,1
937,274,WITHDRAWAL,9886.0,9886.0,1
945,29,WITHDRAWAL,8.0,6879.0,2
949,322,WITHDRAWAL,14.6,614.6,2
979,322,WITHDRAWAL,7700.0,14250.0,2
981,510,WITHDRAWAL,1043.0,1043.0,1
990,78,WITHDRAWAL,14.6,14.6,1
993,25,WITHDRAWAL,7500.0,10410.0,3
998,78,WITHDRAWAL,2400.0,3100.0,2
1000,274,WITHDRAWAL,9300.0,9300.0,1
1011,176,WITHDRAWAL,4564.0,26700.0,3
1014,395,WITHDRAWAL,4036.0,4036.0,1
1023,188,WITHDRAWAL,700.0,8126.0,2
1035,2,WITHDRAWAL,3500.0,3500.0,1
1039,446,WITHDRAWAL,14.6,14.6,1
1040,100,WITHDRAWAL,14.6,8494.6,2
1046,344,WITHDRAWAL,3800.0,3800.0,1
1052,446,WITHDRAWAL,6941.0,6941.0,1
1099,535,WITHDRAWAL,14.6,14.6,1
1103,494,WITHDRAWAL,14.6,14.6,1
1104,446,WITHDRAWAL,6941.0,6941.0,1
1111,280,WITHDRAWAL,4694.0,4694.0,1
1120,34,WITHDRAWAL,502.0,502.0,1
1122,446,WITHDRAWAL,14.6,17714.6,2
1137,426,WITHDRAWAL,2100.0,40314.6,3
1141,477,WITHDRAWAL,900.0,900.0,1
1155,361,WITHDRAWAL,1388.0,3329.0,2
1177,477,WITHDRAWAL,1500.0,17114.0,4
1178,346,WITHDRAWAL,14.6,14.6,1
1195,346,WITHDRAWAL,13700.0,13700.0,1
1200,34,WITHDRAWAL,6070.0,18172.0,3
1208,289,WITHDRAWAL,2621.0,2621.0,1
1264,361,WITHDRAWAL,14.6,14.6,1
1290,289,WITHDRAWAL,5600.0,5600.0,1
1291,327,WITHDRAWAL,3800.0,6400.0,2
1296,100,WITHDRAWAL,14.6,14.6,1
1311,36,WITHDRAWAL,4069.0,4069.0,1
1318,497,WITHDRAWAL,3405.0,3405.0,1
1333,344,WITHDRAWAL,2000.0,8422.0,3
1362,334,WITHDRAWAL,1168.0,1168.0,1
1369,172,WITHDRAWAL,14.6,14.6,1
1376,289,WITHDRAWAL,3200.0,3200.0,1
1377,426,WITHDRAWAL,886.0,886.0,1
1379,344,WITHDRAWAL,14.6,3314.6,2
1380,510,WITHDRAWAL,1319.0,1319.0,1
1390,34,WITHDRAWAL,8400.0,8400.0,1
1392,346,WITHDRAWAL,6800.0,6800.0,1
1394,344,WITHDRAWAL,4739.0,4739.0,1
1401,346,WITHDRAWAL,16900.0,16900.0,1
1402,73,WITHDRAWAL,9300.0,9314.6,2
1405,535,WITHDRAWAL,12300.0,12314.6,2
1406,497,WITHDRAWAL,2280.0,2280.0,1
1417,172,WITHDRAWAL,4680.0,8901.0,2
1424,274,WITHDRAWAL,9800.0,19686.0,2
1428,477,WITHDRAWAL,2000.0,2600.0,2
1437,494,WITHDRAWAL,14.6,14.6,1
1445,228,WITHDRAWAL,2158.0,4104.0,2
1454,497,WITHDRAWAL,16600.0,16600.0,1
1461,494,WITHDRAWAL,207.0,207.0,1
1477,73,WITHDRAWAL,5880.0,16580.0,2
1478,327,WITHDRAWAL,3252.0,3252.0,1
1481,59,WITHDRAWAL,14.6,14.6,1
1482,59,WITHDRAWAL,6190.0,6885.0,2
1509,100,WITHDRAWAL,7329.0,7329.0,1
1516,59,WITHDRAWAL,6190.0,7845.0,3
1518,73,WITHDRAWAL,14.6,14.6,1
1520,59,WITHDRAWAL,14.6,14.6,1
1521,2,WITHDRAWAL,10200.0,14700.0,2
1528,365,WITHDRAWAL,14.6,5014.6,2
1532,477,WITHDRAWAL,2660.0,2660.0,1
1547,334,WITHDRAWAL,2374.0,3542.0,2
1548,228,WITHDRAWAL,2158.0,28624.0,4
1549,228,WITHDRAWAL,7360.0,7374.6,2
1560,344,WITHDRAWAL,4739.0,4739.0,1
1575,426,WITHDRAWAL,7497.0,12584.2,3
1578,289,WITHDRAWAL,14.6,14.6,1
1586,2,WITHDRAWAL,4200.0,7700.0,2
1587,426,WITHDRAWAL,886.0,15286.0,2
1590,29,WITHDRAWAL,8600.0,15479.0,3
1596,446,WITHDRAWAL,15000.0,15000.0,1
1597,361,WITHDRAWAL,1941.0,1941.0,1
1616,446,WITHDRAWAL,3240.0,3240.0,1
1625,477,WITHDRAWAL,14.6,14.6,1
1635,29,WITHDRAWAL,8.0,6879.0,2
1637,2,WITHDRAWAL,7266.0,7266.0,1
1652,535,WITHDRAWAL,14.6,14.6,1
1663,477,WITHDRAWAL,254.0,2914.0,2
1668,411,WITHDRAWAL,6100.0,6100.0,1
1671,289,WITHDRAWAL,3100.0,3100.0,1
1677,327,WITHDRAWAL,14.6,6914.6,4
1682,176,WITHDRAWAL,30.0,6030.0,2
1695,535,WITHDRAWAL,4700.0,5527.0,3
1701,437,WITHDRAWAL,2248.0,5354.0,2
1702,78,WITHDRAWAL,14.6,14.6,1
1705,2,WITHDRAWAL,14.6,3014.6,2
1707,361,WITHDRAWAL,14.6,14.6,1
1708,188,WITHDRAWAL,14.6,5514.6,2
1716,411,WITHDRAWAL,2200.0,2800.0,2
1717,228,WITHDRAWAL,3840.0,16240.0,2
1719,274,WITHDRAWAL,9886.0,9886.0,1
1721,395,WITHDRAWAL,4036.0,4036.0,1
1729,2,WITHDRAWAL,7266.0,7266.0,1
1732,411,WITHDRAWAL,8499.0,8499.0,1
1738,34,WITHDRAWAL,502.0,502.0,1
1748,119,WITHDRAWAL,2400.0,2400.0,1
1763,280,WITHDRAWAL,14.6,14.6,1
1765,36,WITHDRAWAL,16400.0,16400.0,1
1793,477,WITHDRAWAL,463.0,463.0,1
1794,274,WITHDRAWAL,1680.0,15526.0,4
1813,322,WITHDRAWAL,5900.0,5900.0,1
1825,334,WITHDRAWAL,14.6,4214.6,2
1854,446,WITHDRAWAL,8900.0,8914.6,2
1864,411,WITHDRAWAL,8800.0,8800.0,1
1867,361,WITHDRAWAL,800.0,2741.0,2
1893,344,WITHDRAWAL,14.6,14.6,1
1912,100,WITHDRAWAL,7329.0,7329.0,1
1917,477,WITHDRAWAL,463.0,463.0,1
1923,119,WITHDRAWAL,1400.0,1400.0,1
1931,280,WITHDRAWAL,4694.0,6974.0,2
1955,172,WITHDRAWAL,2880.0,2880.0,1
1962,365,WITHDRAWAL,11528.0,11528.0,1
1968,188,WITHDRAWAL,3600.0,11026.0,2
2003,322,WITHDRAWAL,3600.0,7200.0,2
2017,34,WITHDRAWAL,6000.0,6000.0,1
2022,497,WITHDRAWAL,14.6,14.6,1
2037,36,WITHDRAWAL,4069.0,4069.0,1
2047,29,WITHDRAWAL,6871.0,16471.0,2
2048,446,WITHDRAWAL,15400.0,15400.0,1
2060,535,WITHDRAWAL,765.0,827.0,2
2071,228,WITHDRAWAL,14.6,14.6,1
2115,280,WITHDRAWAL,4600.0,22040.0,2
2127,59,WITHDRAWAL,6190.0,6885.0,2
2140,228,WITHDRAWAL,2158.0,2158.0,1
2141,510,WITHDRAWAL,1043.0,1043.0,1
2149,274,WITHDRAWAL,14.6,14.6,1
2170,34,WITHDRAWAL,30.0,30.0,1
2180,344,WITHDRAWAL,4739.0,4739.0,1
2198,322,WITHDRAWAL,13000.0,13000.0,1
2204,188,WITHDRAWAL,2900.0,11220.0,4
2226,344,WITHDRAWAL,2200.0,2214.6,2
2229,365,WITHDRAWAL,14.6,14.6,1
2234,327,WITHDRAWAL,6300.0,10105.0,2
2241,176,WITHDRAWAL,36.0,36.0,1
2242,36,WITHDRAWAL,14.6,14.6,1
2245,426,WITHDRAWAL,3700.0,44497.0,3
2247,395,WITHDRAWAL,14.6,14.6,1
2248,119,WITHDRAWAL,14.6,14.6,1
2249,228,WITHDRAWAL,1946.0,47846.0,2
2255,411,WITHDRAWAL,8499.0,8499.0,1
2271,289,WITHDRAWAL,2621.0,6721.0,2
2274,361,WITHDRAWAL,1388.0,3329.0,2
2278,361,WITHDRAWAL,1388.0,3329.0,2
2279,188,WITHDRAWAL,3040.0,13154.6,3
2295,411,WITHDRAWAL,14.6,5294.6,4
2302,228,WITHDRAWAL,1946.0,1946.0,1
2305,274,WITHDRAWAL,10300.0,10300.0,1
2314,36,WITHDRAWAL,14.6,14.6,1
2318,280,WITHDRAWAL,1300.0,1300.0,1
2338,446,WITHDRAWAL,15300.0,15300.0,1
2340,100,WITHDRAWAL,598.0,7927.0,2
2348,344,WITHDRAWAL,3300.0,3300.0,1
2351,395,WITHDRAWAL,14240.0,14240.0,1
2359,395,WITHDRAWAL,3871.0,3871.0,1
2377,25,WITHDRAWAL,6817.0,35291.0,4
2383,322,WITHDRAWAL,8800.0,8800.0,1
2389,34,WITHDRAWAL,6070.0,6572.0,2
2390,426,WITHDRAWAL,7497.0,12584.2,3
2418,426,WITHDRAWAL,14600.0,14600.0,1
2422,334,WITHDRAWAL,2374.0,3542.0,2
2423,426,WITHDRAWAL,886.0,886.0,1
2427,289,WITHDRAWAL,5745.0,8366.0,2
2447,395,WITHDRAWAL,4640.0,8676.0,2
2449,78,WITHDRAWAL,8900.0,8914.6,2
2451,327,WITHDRAWAL,2600.0,2600.0,1
2456,327,WITHDRAWAL,2700.0,17452.0,4
2466,188,WITHDRAWAL,1440.0,2520.0,2
2467,344,WITHDRAWAL,2500.0,2514.6,2
2470,322,WITHDRAWAL,800.0,800.0,1
2473,25,WITHDRAWAL,3200.0,3200.0,1
2480,334,WITHDRAWAL,14.6,14.6,1
2485,188,WITHDRAWAL,7426.0,7426.0,1
2492,2,WITHDRAWAL,4500.0,4500.0,1
2498,535,WITHDRAWAL,62.0,62.0,1
2503,395,WITHDRAWAL,3871.0,3871.0,1
2519,289,WITHDRAWAL,14.6,10114.6,2
2524,411,WITHDRAWAL,14.6,14.6,1
2525,477,WITHDRAWAL,9800.0,9814.6,2
2535,29,WITHDRAWAL,829.0,9737.0,3
2542,494,WITHDRAWAL,207.0,207.0,1
2545,322,WITHDRAWAL,6550.0,6550.0,1
2546,100,WITHDRAWAL,598.0,9127.0,3
2548,172,WITHDRAWAL,14.6,14.6,1
2561,73,WITHDRAWAL,3500.0,3500.0,1
2574,437,WITHDRAWAL,14.6,14.6,1
2582,78,WITHDRAWAL,2400.0,23500.0,2
2584,59,WITHDRAWAL,14.6,14.6,1
2587,100,WITHDRAWAL,14.6,14.6,1
2619,34,WITHDRAWAL,6070.0,6572.0,2
2624,426,WITHDRAWAL,27500.0,27500.0,1
2631,172,WITHDRAWAL,2280.0,17320.0,4
2635,78,WITHDRAWAL,14.6,14.6,1
2639,346,WITHDRAWAL,14.6,9514.6,2
2651,172,WITHDRAWAL,5160.0,20280.0,3
2680,188,WITHDRAWAL,2040.0,3840.0,2
2685,73,WITHDRAWAL,13440.0,17540.0,3
2686,334,WITHDRAWAL,13200.0,13214.6,2
2699,446,WITHDRAWAL,1900.0,24821.0,4
2714,36,WITHDRAWAL,4069.0,6789.0,2
2719,100,WITHDRAWAL,1700.0,1700.0,1
2743,497,WITHDRAWAL,14.6,14.6,1
2755,29,WITHDRAWAL,6871.0,6871.0,1
2759,322,WITHDRAWAL,1800.0,1800.0,1
2761,176,WITHDRAWAL,4564.0,35588.3,4
2762,395,WITHDRAWAL,3871.0,3871.0,1
2778,446,WITHDRAWAL,6941.0,6941.0,1
2779,327,WITHDRAWAL,2500.0,9557.0,3
2793,36,WITHDRAWAL,14.6,14.6,1
2808,334,WITHDRAWAL,13600.0,13600.0,1
2818,228,WITHDRAWAL,1946.0,1946.0,1
2822,346,WITHDRAWAL,14.6,14.6,1
2823,274,WITHDRAWAL,1680.0,3120.0,2
2829,119,WITHDRAWAL,8252.0,8252.0,1
2835,327,WITHDRAWAL,2200.0,12205.0,5
2844,365,WITHDRAWAL,1782.0,13310.0,2
2867,176,WITHDRAWAL,1500.0,1500.0,1
2879,535,WITHDRAWAL,7021.0,7021.0,1
2883,494,WITHDRAWAL,14.6,14.6,1
2904,426,WITHDRAWAL,14.6,14.6,1
2918,535,WITHDRAWAL,765.0,827.0,2
2921,346,WITHDRAWAL,14.6,14.6,1
2924,327,WITHDRAWAL,1100.0,4352.0,2
2940,494,WITHDRAWAL,8728.0,8728.0,1
2955,334,WITHDRAWAL,12800.0,12800.0,1
2961,274,WITHDRAWAL,14.6,614.6,2
2972,411,WITHDRAWAL,8499.0,8499.0,1
2977,280,WITHDRAWAL,14.6,14.6,1
2983,280,WITHDRAWAL,1320.0,11774.0,3
2984,365,WITHDRAWAL,1782.0,32010.0,3
2987,36,WITHDRAWAL,2400.0,6469.0,2
2993,535,WITHDRAWAL,14.6,14.6,1
3010,477,WITHDRAWAL,2660.0,2660.0,1
3015,59,WITHDRAWAL,8300.0,15185.0,3
3030,172,WITHDRAWAL,4221.0,24821.0,2
3044,446,WITHDRAWAL,1300.0,14414.6,3
3050,172,WITHDRAWAL,2520.0,7941.0,3
3075,78,WITHDRAWAL,9039.0,9039.0,1
3077,274,WITHDRAWAL,9300.0,9300.0,1
3078,29,WITHDRAWAL,14.6,14.6,1
3079,34,WITHDRAWAL,30.0,24530.0,3
3093,395,WITHDRAWAL,4036.0,4036.0,1
3105,334,WITHDRAWAL,3040.0,3040.0,1
3115,411,WITHDRAWAL,1800.0,1800.0,1
3127,395,WITHDRAWAL,13700.0,13700.0,1
3130,535,WITHDRAWAL,765.0,2827.0,3
3132,327,WITHDRAWAL,6500.0,6500.0,1
3134,36,WITHDRAWAL,4069.0,4069.0,1
3138,228,WITHDRAWAL,2760.0,2760.0,1
3161,289,WITHDRAWAL,500.0,500.0,1
3162,100,WITHDRAWAL,5880.0,5880.0,1
3169,494,WITHDRAWAL,207.0,22407.0,3
3183,73,WITHDRAWAL,10700.0,10700.0,1
3188,2,WITHDRAWAL,900.0,914.6,2
3198,34,WITHDRAWAL,30.0,30.0,1
3199,344,WITHDRAWAL,14.6,14.6,1
3204,346,WITHDRAWAL,2160.0,2160.0,1
3213,411,WITHDRAWAL,8499.0,8499.0,1
3218,228,WITHDRAWAL,2400.0,10920.0,3
3227,334,WITHDRAWAL,1168.0,1168.0,1
3234,334,WITHDRAWAL,4200.0,4200.0,1
3238,280,WITHDRAWAL,14.6,14.6,1
3243,437,WITHDRAWAL,2248.0,66154.0,3
3261,344,WITHDRAWAL,14100.0,14100.0,1
3289,274,WITHDRAWAL,8500.0,8514.6,2
3292,280,WITHDRAWAL,3334.0,8028.0,2
3298,346,WITHDRAWAL,5880.0,9240.0,2
3313,280,WITHDRAWAL,3960.0,3960.0,1
3315,510,WITHDRAWAL,30.0,30.0,1
3321,346,WITHDRAWAL,2400.0,2414.6,2
3332,334,WITHDRAWAL,10800.0,10800.0,1
3342,322,WITHDRAWAL,3120.0,21600.0,3
3344,34,WITHDRAWAL,30.0,30.0,1
3350,477,WITHDRAWAL,14.6,14.6,1
3360,395,WITHDRAWAL,3871.0,3871.0,1
3364,322,WITHDRAWAL,14.6,5014.6,2
3376,78,WITHDRAWAL,9039.0,9039.0,1
3380,78,WITHDRAWAL,2100.0,26539.0,3
3382,477,WITHDRAWAL,16400.0,16863.0,2
3383,361,WITHDRAWAL,1388.0,3329.0,2
3385,334,WITHDRAWAL,10880.0,13040.0,3
3388,34,WITHDRAWAL,12900.0,12900.0,1
3390,172,WITHDRAWAL,960.0,3240.0,2
3391,322,WITHDRAWAL,14.6,12614.6,2
3400,78,WITHDRAWAL,6900.0,6900.0,1
3420,446,WITHDRAWAL,6941.0,6941.0,1
3421,437,WITHDRAWAL,1680.0,3600.0,2
3422,119,WITHDRAWAL,16300.0,24552.0,2
3425,510,WITHDRAWAL,1043.0,1043.0,1
3429,437,WITHDRAWAL,2248.0,5354.0,2
3442,100,WITHDRAWAL,598.0,7927.0,2
3447,334,WITHDRAWAL,14.6,14.6,1
3458,2,WITHDRAWAL,3600.0,3614.6,2
3460,289,WITHDRAWAL,5745.0,8366.0,2
3467,29,WITHDRAWAL,6871.0,6871.0,1
3490,322,WITHDRAWAL,6550.0,6550.0,1
3491,494,WITHDRAWAL,8728.0,8728.0,1
3496,2,WITHDRAWAL,4900.0,4900.0,1
3522,59,WITHDRAWAL,6500.0,6500.0,1
3536,280,WITHDRAWAL,4694.0,4694.0,1
3553,437,WITHDRAWAL,18100.0,18100.0,1
3559,411,WITHDRAWAL,1000.0,7200.0,3
3565,29,WITHDRAWAL,8.0,6879.0,2
3572,535,WITHDRAWAL,14100.0,14100.0,1
3586,280,WITHDRAWAL,14.6,14.6,1
3589,100,WITHDRAWAL,598.0,7927.0,2
3591,100,WITHDRAWAL,4320.0,4334.6,2
3593,36,WITHDRAWAL,1560.0,2060.0,2
3603,477,WITHDRAWAL,11700.0,14614.0,3
3608,494,WITHDRAWAL,8728.0,8728.0,1
3618,34,WITHDRAWAL,6070.0,6572.0,2
3624,289,WITHDRAWAL,14.6,14.6,1
3626,411,WITHDRAWAL,8800.0,17299.0,2
3634,228,WITHDRAWAL,1200.0,4198.0,3
3636,494,WITHDRAWAL,8728.0,8728.0,1
3642,274,WITHDRAWAL,9886.0,19386.0,2
3646,361,WITHDRAWAL,1941.0,5241.0,2
3651,280,WITHDRAWAL,1560.0,2880.0,2
3660,497,WITHDRAWAL,3405.0,17105.0,2
3669,365,WITHDRAWAL,5.0,9505.0,2
3673,411,WITHDRAWAL,14.6,14.6,1
3687,172,WITHDRAWAL,1200.0,23921.0,3
3694,322,WITHDRAWAL,6550.0,12630.0,2
3695,188,WITHDRAWAL,7426.0,7426.0,1
3703,365,WITHDRAWAL,5.0,5.0,1
3704,346,WITHDRAWAL,18600.0,18600.0,1
3705,494,WITHDRAWAL,6300.0,6300.0,1
3707,228,WITHDRAWAL,14.6,14.6,1
3714,100,WITHDRAWAL,598.0,7927.0,2
3721,36,WITHDRAWAL,14.6,14.6,1
3736,334,WITHDRAWAL,600.0,3480.0,2
3739,59,WITHDRAWAL,14.6,3974.6,2
3756,228,WITHDRAWAL,14.6,14.6,1
3786,477,WITHDRAWAL,463.0,463.0,1
3793,361,WITHDRAWAL,19300.0,21241.0,2
3800,395,WITHDRAWAL,14.6,14.6,1
3812,73,WITHDRAWAL,14.6,13814.6,2
3818,172,WITHDRAWAL,3120.0,3120.0,1
3823,395,WITHDRAWAL,4036.0,4036.0,1
3831,2,WITHDRAWAL,7266.0,7266.0,1
3833,2,WITHDRAWAL,7266.0,17166.0,2
3839,535,WITHDRAWAL,14.6,14.6,1
3847,411,WITHDRAWAL,9200.0,9200.0,1
3860,365,WITHDRAWAL,5.0,5.0,1
3886,477,WITHDRAWAL,4400.0,4400.0,1
3888,334,WITHDRAWAL,840.0,3840.0,2
3904,477,WITHDRAWAL,13000.0,15914.0,3
3906,344,WITHDRAWAL,1683.0,6422.0,2
3911,322,WITHDRAWAL,7520.0,7520.0,1
3916,334,WITHDRAWAL,2374.0,15442.0,3
3917,188,WITHDRAWAL,1560.0,5054.6,3
3947,334,WITHDRAWAL,2374.0,3542.0,2
3978,119,WITHDRAWAL,900.0,900.0,1
3979,497,WITHDRAWAL,3405.0,3405.0,1
3980,426,WITHDRAWAL,886.0,886.0,1
3983,535,WITHDRAWAL,7021.0,7021.0,1
3990,34,WITHDRAWAL,10200.0,10200.0,1
4005,411,WITHDRAWAL,8499.0,24299.0,2
4007,280,WITHDRAWAL,4694.0,4694.0,1
4022,497,WITHDRAWAL,3405.0,3405.0,1
4025,188,WITHDRAWAL,3480.0,4920.0,2
4027,274,WITHDRAWAL,14.6,14.6,1
4035,510,WITHDRAWAL,2442.0,3485.0,2
4047,334,WITHDRAWAL,17500.0,17514.6,2
4055,446,WITHDRAWAL,19500.0,19500.0,1
4057,477,WITHDRAWAL,463.0,463.0,1
4062,25,WITHDRAWAL,6817.0,10691.0,4
4070,188,WITHDRAWAL,4700.0,12126.0,2
4073,274,WITHDRAWAL,7040.0,16926.0,2
4096,274,WITHDRAWAL,960.0,960.0,1
4105,334,WITHDRAWAL,1168.0,1168.0,1
4107,437,WITHDRAWAL,14.6,14.6,1
4109,176,WITHDRAWAL,97.0,6985.3,4
4120,437,WITHDRAWAL,14.6,14614.6,2
4123,280,WITHDRAWAL,4400.0,4400.0,1
4134,477,WITHDRAWAL,7500.0,7500.0,1
4151,426,WITHDRAWAL,38300.0,38300.0,1
4153,25,WITHDRAWAL,14.6,14.6,1
4170,188,WITHDRAWAL,7426.0,7426.0,1
4178,188,WITHDRAWAL,5640.0,9440.0,3
4187,59,WITHDRAWAL,14.6,14.6,1
4195,228,WITHDRAWAL,14.6,14.6,1
4197,172,WITHDRAWAL,14.6,14.6,1
4209,361,WITHDRAWAL,1941.0,1941.0,1
4211,395,WITHDRAWAL,4036.0,4036.0,1
4227,172,WITHDRAWAL,4221.0,4221.0,1
4228,34,WITHDRAWAL,5100.0,11170.0,2
4231,29,WITHDRAWAL,8.0,6879.0,2
4241,361,WITHDRAWAL,24500.0,24500.0,1
4245,73,WITHDRAWAL,6061.0,6061.0,1
4246,327,WITHDRAWAL,5300.0,5300.0,1
4250,34,WITHDRAWAL,6070.0,6572.0,2
4253,274,WITHDRAWAL,14.6,14.6,1
4258,497,WITHDRAWAL,14.6,5654.6,2
4260,322,WITHDRAWAL,6550.0,6550.0,1
4262,327,WITHDRAWAL,2700.0,2700.0,1
4269,344,WITHDRAWAL,22900.0,24400.0,2
4275,100,WITHDRAWAL,7329.0,7329.0,1
4280,78,WITHDRAWAL,5100.0,5100.0,1
4284,437,WITHDRAWAL,17800.0,20906.0,2
